# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
1: (11*, 14.423488), (8*, 13.943245), (13, 13.733316), (17, 13.7184725), (207, 13.530206), (216, 12.443691), (236, 12.324746), (234, 11.850091), (213, 11.692763), (241, 11.43381)
97: (9*, 31.471172), (206*, 24.939312), (233*, 23.589262), (214*, 21.185213), (217*, 18.451517), (253*, 18.193872), (241*, 15.996182), (249*, 15.748695), (248*, 15.374532), (252*, 15.229773)
98: (7*, 15.842736), (13, 14.160275), (1, 14.11817), (5, 13.876728), (17, 13.86754), (10, 13.276595), (215, 12.89398), (216, 12.681755), (211, 12.674355), (3, 12.537169)
99: (7, 16.56799), (236, 16.212437), (8, 14.782588), (17, 14.599344), (13, 14.388529), (1, 14.1467285), (9, 13.832698), (4, 13.739923), (239*, 13.578663), (12*, 13.413655)
102: (11, 14.418691), (236, 14.230747), (5, 13.422421), (211, 13.315763), (8, 13.162593), (9*, 12.778585), (4, 12.231777), (219, 12.223038), (215, 11.731849), (13, 11.3595295)
104: (8, 15.950934), (215, 15.573442), (1, 15.559953), (17*, 15.368905), (5, 15.324216), (207, 15.115762), (211, 14.93299), (13, 14.660575), (239, 14.313902), (3, 14.06651)
106: (211, 14.8406515), (11, 14.586628), (13, 14.138469), (215, 14.072115), (216, 13.929006), (206, 13.466095), (219, 13.447819), (1, 13.235401), (250, 12.960616), (3, 12.552905)
107: (2*, 19.79082), (11*, 19.32323), (3*, 18.383245), (9*, 17.956484), (13*, 16.996809), (251, 16.877241), (234, 15.781057), (250, 15.169486), (239*, 13.978779), (6, 13.712562)
108: (8, 7.922072), (7, 7.711162), (3, 7.571607), (17, 7.382179), (207, 6.968507), (253, 6.808445), (6, 6.800765), (12, 6.7070017), (219, 6.5915675), (211, 6.508212)
109: (7, 2.1022727), (17, 1.9943181), (211, 1.8721591), (13, 1.8409091), (1, 1.6732955), (2*, 1.6079545), (245, 1.5909091), (219, 1.4431819), (3, 1.4346591), (234, 1.3892045)
110: (7*, 16.649263), (5, 15.137505), (8, 14.927319), (13*, 13.7383), (12, 13.664076), (17, 13.300834), (215, 13.287848), (211, 12.689784), (206, 12.588966), (255, 12.309561)
111: (13*, 22.808737), (11*, 22.524685), (12*, 17.866934), (233*, 17.626907), (239*, 17.197699), (205*, 17.145308), (241*, 15.507454), (10*, 15.497276), (213*, 15.133671), (210*, 14.651044)
112: (7*, 18.27235), (5, 17.663631), (11, 17.14295), (215, 16.994833), (257, 16.826612), (211, 16.742517), (8, 16.665768), (207*, 16.49389), (4, 15.537135), (9, 15.502916)
114: (213, 14.493011), (4, 13.28416), (241*, 12.812641), (10*, 12.458207), (239*, 11.801661), (245, 11.51228), (254, 10.783398), (233*, 10.103686), (121, 10.086248), (250, 9.600577)
115: (10*, 19.901337), (9, 18.576033), (205*, 18.548512), (211, 17.45905), (216, 16.618584), (8, 16.596966), (213, 16.345747), (215, 16.289896), (239, 16.237867), (250*, 15.71527)
116: (5, 22.079075), (215*, 20.37448), (17, 19.386253), (2*, 18.833073), (219, 17.87749), (211, 17.004898), (250, 16.034626), (9*, 15.906331), (241, 15.732535), (236, 15.3230095)
117: (1, 15.59766), (7*, 14.383342), (8*, 14.199428), (2, 13.939881), (3, 13.0993805), (239, 12.651943), (241, 12.485318), (220, 12.163867), (205, 11.936465), (10*, 11.875273)
118: (11, 7.9375), (236*, 7.59375), (8, 7.46875), (219, 7.03125), (215, 6.84375), (9, 6.8125), (7, 6.71875), (220, 6.6875), (13, 6.625), (4, 6.40625)
120: (11, 23.210085), (9, 21.361948), (5, 21.308985), (13*, 21.062803), (250*, 20.062557), (8, 19.320528), (4, 18.843882), (255, 18.515272), (3, 17.870058), (213, 17.859612)
121: (17*, 21.16213), (239*, 20.426826), (219*, 19.335413), (250*, 18.531431), (246*, 14.53825), (212*, 12.99798), (318, 1.5812737), (242, 1.4090638), (787, 1.2373533), (347, 1.139058)
122: (11, 21.870758), (5, 21.271461), (219, 20.349737), (4, 20.315126), (8, 20.006477), (17, 19.882359), (213, 18.058676), (10*, 17.73654), (239, 17.65861), (3, 17.351223)
123: (8, 27.373512), (236*, 26.327227), (211, 24.664785), (9, 22.78595), (219, 22.044893), (215, 21.347649), (10, 21.1873), (255, 21.15522), (3, 20.755054), (2, 20.583515)
124: (4*, 16.062237), (216*, 14.085449), (254*, 13.204199), (12*, 12.6545925), (84, 11.561557), (214*, 8.559937), (309, 0.64267814), (345, 0.64267814), (522, 0.64267814), (593, 0.64267814)
125: (2, 19.191036), (219*, 18.135197), (250, 16.804092), (5, 16.754692), (9, 16.15531), (12, 15.7577), (241, 15.626597), (206, 14.78774), (234, 14.409202), (220, 14.100358)
126: (219, 22.675789), (215, 21.140863), (5*, 21.046785), (211*, 21.001818), (13, 18.704283), (207*, 18.562563), (2, 18.124477), (233, 16.512901), (253, 16.34271), (220, 16.17606)
127: (9, 14.651178), (2*, 14.621606), (245, 14.448719), (211, 14.015126), (255, 13.6831455), (216, 13.560663), (8, 13.459808), (241, 13.370839), (206, 13.337059), (239, 13.283655)
128: (11*, 25.529333), (4*, 24.129517), (205*, 23.977882), (219*, 22.789139), (13*, 21.206398), (213*, 19.413666), (6*, 16.774004), (214*, 16.112932), (245*, 15.66434), (249*, 13.681914)
129: (211*, 20.21054), (207*, 20.012222), (7*, 19.881184), (205, 19.550308), (13*, 18.87694), (5, 18.359606), (216, 17.802765), (233, 17.6089), (12, 17.28626), (239, 17.169012)
130: (10*, 22.474792), (7, 20.87592), (207, 20.484589), (245, 20.477139), (8, 20.181814), (206, 20.143166), (5, 19.904985), (233, 19.81456), (211, 19.75539), (17, 19.650604)
133: (207, 8.647837), (7, 8.641022), (1, 8.595913), (17, 7.48067), (9, 7.4478097), (236, 7.413133), (8, 7.355864), (211, 6.9980106), (233, 6.9671483), (216, 6.942646)
134: (7, 7.96875), (1, 7.5), (11, 7.21875), (8, 7.09375), (2, 6.90625), (9, 6.6875), (217, 6.5625), (211, 6.5625), (5, 6.53125), (13, 6.53125)
135: (8, 13.923773), (207, 13.704681), (5, 12.051052), (13, 11.628968), (213, 11.467093), (219*, 10.972134), (9, 10.880819), (215*, 10.875633), (239, 9.453913), (250, 9.232817)
136: (236, 17.661045), (7, 17.648193), (5, 16.717648), (211, 16.196249), (205, 15.356994), (213, 15.067457), (9, 14.7888365), (3, 14.358488), (10, 13.910381), (13, 13.8411875)
137: (13*, 23.373493), (11*, 22.607597), (215*, 18.999653), (4*, 17.641485), (8*, 16.86784), (219*, 16.756203), (217*, 15.967056), (233*, 15.921911), (210*, 12.109446), (84*, 11.3704605)
138: (2*, 22.608845), (3*, 19.096338), (10*, 18.789484), (257*, 16.509773), (17*, 16.474628), (6*, 15.135627), (251*, 14.523467), (253*, 13.163524), (256*, 11.798976), (247*, 10.242686)
139: (215*, 18.723267), (2*, 18.581543), (17*, 16.81434), (205*, 16.396193), (219*, 16.009398), (216*, 15.774834), (250*, 15.759239), (213*, 14.314239), (254*, 13.84049), (253*, 13.665789)
141: (215, 12.028669), (11, 11.832579), (1, 11.214719), (219, 10.542316), (2, 10.4281), (216, 9.750611), (9, 9.707698), (3, 9.496925), (4, 9.070259), (8, 8.947823)
142: (11, 17.745167), (2, 17.155872), (215, 16.17735), (219*, 15.243288), (211, 14.600658), (13, 14.425877), (9, 14.342518), (236*, 13.850536), (1*, 13.806276), (4, 13.742786)
144: (13, 16.859669), (207*, 16.769657), (239, 15.579788), (10, 14.662317), (3, 14.5847), (220, 14.4379425), (9*, 14.097419), (213, 13.63147), (234, 13.145378), (216, 12.937153)
145: (8, 11.111623), (11, 10.834728), (17, 10.645196), (1, 9.81685), (5, 9.738454), (215, 9.534763), (211, 9.512764), (4, 9.086403), (219, 9.0466), (239*, 8.792578)
146: (8*, 23.153818), (236*, 21.990538), (12*, 21.157282), (205*, 15.16447), (210*, 13.339767), (244*, 10.6979265), (121*, 10.095348), (248*, 9.283256), (242, 1.9227797), (299, 1.5960274)
147: (7*, 30.17667), (4*, 28.132734), (239*, 26.155949), (255*, 24.642683), (234*, 22.61279), (250*, 21.023296), (121*, 20.840452), (253*, 19.606277), (212*, 18.863903), (257*, 18.379631)
150: (215*, 24.031483), (7*, 23.218225), (4, 22.851969), (17*, 22.849829), (250, 21.887136), (6*, 21.743366), (211, 21.47857), (5*, 21.439737), (255, 20.490166), (233, 17.980412)
151: (10, 17.180315), (17, 16.45403), (215, 16.165031), (4, 15.759359), (5, 15.242155), (220*, 15.214215), (250, 15.105604), (213, 15.064059), (251, 15.036615), (216, 14.891917)
152: (219*, 19.953861), (7*, 18.795559), (8*, 18.742657), (9, 18.541235), (5, 18.3904), (2*, 17.349089), (255, 17.150274), (11, 16.92213), (13, 16.542612), (233, 15.999674)
154: (11, 18.401579), (219, 17.027739), (17, 16.789354), (8, 16.151587), (5, 15.260798), (211, 14.608678), (207, 14.5349045), (7, 14.272944), (213, 13.508301), (255, 13.017632)
155: (1*, 23.421703), (211*, 22.151365), (216*, 19.457113), (205*, 19.053253), (9*, 18.78124), (206*, 17.100254), (12*, 16.590084), (233*, 15.499747), (235*, 14.445416), (257*, 14.109769)
156: (236*, 16.470709), (220*, 15.317977), (215*, 14.680018), (17*, 12.851423), (206*, 12.494544), (235*, 11.875045), (239*, 11.364945), (241*, 11.090641), (214*, 9.932693), (6*, 8.980675)
157: (5, 11.235717), (11, 11.219286), (213, 9.654627), (1, 9.623631), (10, 9.25573), (17, 9.038798), (3*, 8.9501505), (8, 8.931274), (216, 8.58589), (207, 8.279917)
159: (215, 16.286404), (5, 16.158304), (17*, 16.082132), (13, 15.760708), (9, 15.364388), (207, 14.925576), (239*, 14.843439), (219, 14.690236), (211, 12.927345), (10, 12.494202)
160: (211, 23.227116), (213*, 18.532404), (239*, 18.300125), (207*, 18.109121), (2*, 17.901766), (250, 17.767729), (219, 17.74413), (236*, 17.15304), (220, 16.971697), (205, 16.482689)
161: (11, 21.96074), (4, 19.167282), (2, 18.762558), (207*, 18.691526), (8, 18.679827), (9, 18.435795), (255, 17.401663), (216, 16.60521), (10, 15.936378), (213, 15.771984)
162: (1, 0.25), (13, 0.25), (217, 0.25), (220, 0.25), (213, 0.25), (216, 0.25), (211, 0.25), (236, 0.25), (245, 0.25), (278, 0.25)
163: (4, 17.900246), (13, 17.704662), (215, 17.544834), (1, 17.486506), (8*, 16.823486), (250*, 16.155165), (213*, 16.093739), (211*, 15.795936), (205*, 15.2464695), (2, 14.842175)
164: (1, 8.32314), (3, 7.5306897), (8, 7.4456263), (11, 7.3669753), (236, 6.8993816), (17, 6.7759347), (215, 6.7698116), (219, 6.694604), (216, 6.518532), (10, 6.4603124)
165: (13, 10.159279), (205, 10.088045), (17, 9.4294615), (207*, 9.411728), (8, 9.281083), (5, 8.877089), (4*, 8.599319), (236, 8.334397), (213, 8.265077), (216, 7.64985)
166: (211, 17.19664), (13, 16.135101), (9*, 15.398754), (10*, 15.297046), (219*, 15.037894), (216, 13.869498), (4*, 13.773297), (205, 13.006919), (220, 12.986831), (239, 12.548211)
167: (1*, 23.198622), (17*, 21.474693), (9, 16.996986), (234*, 16.974922), (235, 16.970078), (247, 14.891987), (249, 14.770684), (210, 14.737962), (4, 14.737085), (12*, 14.659668)
168: (2*, 21.85637), (12*, 19.35467), (213*, 19.170084), (250*, 17.396599), (234*, 15.879351), (251*, 14.916776), (212*, 12.992263), (235*, 12.54016), (243*, 11.324871), (278, 1.4576801)
169: (5*, 24.997059), (9*, 21.698349), (250*, 21.572916), (255*, 21.191202), (245*, 19.295843), (3*, 18.428375), (2*, 17.881311), (6*, 15.687013), (84*, 14.165381), (212, 12.449749)
171: (207*, 18.431572), (211*, 17.658669), (7*, 17.61212), (11*, 17.502083), (236*, 17.174656), (239*, 16.668068), (251*, 14.298544), (220*, 12.1571245), (255*, 11.522451), (214*, 11.173051)
172: (3*, 0.0), (7*, 0.0), (14, 0.0), (15, 0.0), (16, 0.0), (18, 0.0), (20, 0.0), (19, 0.0), (22, 0.0), (21, 0.0)
173: (10*, 18.952826), (8, 18.21019), (9, 17.782778), (4, 17.310125), (3, 16.506659), (1, 16.151836), (213, 16.139437), (17, 15.502821), (216*, 15.027352), (206, 14.996924)
174: (236*, 20.249683), (13*, 18.391785), (9*, 15.987367), (257*, 15.444149), (10*, 15.342005), (239*, 14.965099), (251*, 14.337179), (241*, 13.820265), (254*, 13.19901), (217*, 11.865298)
175: (13, 21.893475), (6, 20.095835), (10, 18.511786), (205, 17.925056), (245, 17.159964), (257, 16.78997), (206, 16.423796), (239, 16.239277), (250, 16.05706), (255, 15.908066)
176: (11*, 17.298796), (17*, 16.13291), (211*, 13.191568), (217*, 11.628324), (254*, 11.282022), (6*, 10.730399), (256*, 7.1442256), (638, 1.884289), (318, 1.8388034), (717, 1.4656068)
177: (13, 20.017982), (215, 18.875547), (11, 18.394735), (211, 18.188303), (7, 18.136578), (250, 16.024115), (9, 15.487023), (4, 15.403853), (219, 15.38202), (241, 14.320705)
178: (1*, 22.9711), (239*, 20.761368), (8*, 18.595797), (7*, 18.158777), (250*, 16.6764), (220*, 16.562138), (236*, 16.30189), (255*, 15.965934), (84*, 11.314931), (318, 1.4905704)
179: (17, 20.532036), (215, 19.181396), (9, 18.708696), (3, 18.152481), (250, 17.702368), (2, 17.31751), (1*, 17.211124), (5, 17.11584), (220, 16.54565), (10, 16.459675)
180: (8, 16.480755), (215, 15.749551), (211, 15.495847), (219, 14.941554), (7*, 14.927988), (17, 14.701248), (11, 14.587001), (207, 14.364044), (13, 14.15311), (9, 14.004769)
181: (213*, 21.128363), (8, 20.608908), (3*, 18.895647), (4, 17.974472), (12, 17.821201), (253, 17.274403), (207, 17.162663), (211, 16.973372), (236, 16.846159), (219, 16.570059)
182: (13, 14.898844), (11, 14.708269), (9, 14.198709), (215, 14.17542), (7*, 14.113095), (236, 14.044568), (10, 13.940339), (8, 13.8036), (219*, 13.683063), (220, 13.558287)
