# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
3: (1, 12.237127), (13, 11.937381), (7, 11.652253), (8, 11.18792), (11, 11.106644), (216, 10.825027), (219, 10.656783), (215, 10.6060295), (2, 10.589105), (207, 10.536154)
23: (11, 13.7594385), (17, 12.585793), (10, 12.371751), (4, 11.903638), (13, 11.8278055), (9*, 11.7038555), (255, 11.400309), (2, 11.014599), (205, 10.869597), (215, 10.730204)
25: (17*, 26.559237), (213*, 22.716253), (257*, 22.389805), (216*, 21.588543), (212*, 19.52687), (4*, 19.351892), (252*, 17.446089), (6*, 16.746798), (248*, 16.528156), (434, 1.5163673)
26: (10, 13.574791), (7, 12.902229), (5, 11.929918), (205, 11.430237), (215*, 11.159903), (13, 10.88331), (213, 10.819684), (233, 10.787018), (207, 10.661792), (211, 10.491919)
27: (2*, 16.45137), (4, 16.031212), (250, 14.181793), (17, 13.987857), (9, 13.690696), (236, 13.371591), (207, 13.090232), (10*, 12.684683), (8, 12.474079), (239*, 12.40681)
28: (2*, 18.082546), (1*, 17.551933), (13*, 17.3845), (220*, 16.168463), (216*, 15.229063), (239*, 14.733889), (213*, 14.288884), (251*, 13.433187), (255*, 13.251745), (10*, 12.521079)
29: (207, 2.9016225), (512, 2.5245936), (2, 2.4557424), (59*, 2.4343817), (588, 2.3656797), (7, 2.2982826), (675, 2.2873528), (318, 2.2857442), (536, 2.237845), (435, 2.2214475)
30: (7*, 21.719461), (17*, 20.904844), (11*, 20.439842), (9*, 19.686811), (211*, 19.216627), (2*, 18.993086), (250*, 18.483427), (212*, 16.7462), (235*, 15.248891), (251*, 15.105643)
31: (17, 14.009344), (205, 13.708324), (13*, 13.639444), (8, 13.531001), (5, 13.299281), (9, 13.206732), (3, 13.163925), (10, 12.743564), (4, 12.60677), (7, 12.422345)
32: (11, 18.326237), (215, 17.44449), (5, 15.818109), (207, 15.641536), (250, 15.563683), (211, 15.5023775), (255, 14.989615), (219, 14.978862), (245, 14.885096), (251, 14.737554)
33: (5, 17.741974), (219, 16.653801), (17, 16.316936), (1*, 16.113235), (215, 16.10759), (8, 15.861688), (13, 15.7836485), (10, 14.883203), (216, 14.637535), (9, 14.269639)
34: (8, 15.946845), (1*, 15.6757), (3*, 15.193072), (211, 15.038127), (13, 14.881096), (12*, 14.863307), (5, 14.305758), (216*, 14.096236), (239, 13.073434), (9, 13.036989)
36: (207*, 19.83392), (12*, 19.552011), (215*, 19.079828), (5*, 18.275618), (9*, 17.643183), (254, 15.544352), (233, 15.367571), (239, 15.141141), (3*, 14.677871), (217, 14.320516)
37: (11*, 31.495981), (3*, 25.911163), (9*, 24.365782), (257*, 22.345673), (84*, 19.68674), (702, 2.1332643), (365, 1.7003552), (675, 1.6905601), (460, 1.6544163), (242, 1.5715498)
38: (250*, 25.878452), (13*, 25.00433), (4*, 24.162508), (233*, 23.268667), (6*, 22.139454), (253*, 19.768747), (249*, 16.906694), (242, 2.6019888), (278, 2.4705067), (463, 1.8418983)
39: (11*, 22.99505), (17*, 22.415556), (211, 21.667353), (13, 21.063478), (219, 19.862564), (250, 19.148615), (9*, 18.484234), (1, 17.960867), (2, 17.857658), (206, 17.725088)
41: (236, 11.414306), (13*, 10.947285), (7, 10.429348), (219, 10.284527), (5, 10.00317), (4, 9.791939), (205, 9.638386), (2, 9.606604), (9, 9.557654), (8, 9.532345)
42: (13, 10.571016), (250, 9.785667), (3, 9.327527), (11*, 9.240652), (2, 9.203879), (205, 9.195149), (12, 9.1863985), (207, 9.090761), (17, 8.886472), (211, 8.814675)
43: (1*, 12.472028), (213*, 10.954625), (5, 10.9237795), (4, 10.733708), (211, 10.486203), (219, 10.265074), (245, 10.235982), (17, 9.826727), (9, 9.5601015), (205, 9.524167)
44: (2, 13.769978), (7, 12.222643), (5, 11.857127), (17, 11.0168295), (219, 10.9417515), (8, 10.906097), (9, 10.664103), (207*, 10.2817), (216, 10.086081), (3, 10.082549)
45: (250, 10.29284), (13*, 9.154261), (7, 9.106925), (17, 8.637116), (207, 8.240005), (215*, 8.125214), (1, 7.940654), (219, 7.89284), (5, 7.8889866), (205, 7.871894)
46: (7, 15.151279), (1, 12.01043), (11*, 11.759521), (219*, 11.541473), (241, 11.367489), (3, 11.264241), (213*, 10.887962), (211, 10.794008), (215, 10.74822), (236, 10.643272)
47: (11, 12.160786), (7, 11.509677), (2, 11.466008), (1, 11.381739), (215, 11.349794), (5, 11.266737), (245, 10.910013), (241, 10.464456), (17, 10.289292), (211, 10.008799)
50: (236*, 31.796616), (7*, 28.81107), (2*, 28.447355), (206*, 23.183136), (213*, 20.58582), (205, 19.321169), (84*, 18.83293), (239*, 18.048435), (247, 17.817291), (235*, 17.465973)
51: (2, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0), (11, 0.0), (12, 0.0)
52: (13*, 11.540815), (2, 11.258611), (4, 10.842491), (205, 10.798001), (17, 10.7607565), (8, 10.674459), (5, 10.519712), (9, 10.497559), (1, 10.402806), (219, 10.361852)
53: (5*, 18.172531), (207*, 17.625008), (7*, 17.442839), (236*, 17.243507), (13*, 16.990135), (8*, 16.872122), (239*, 16.375685), (213*, 16.324785), (220*, 13.8919525), (254*, 13.340585)
54: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
55: (219, 26.244282), (250, 25.49196), (17*, 23.742603), (213, 23.256805), (5, 23.050064), (10*, 22.707394), (206, 21.470692), (251, 21.450863), (205, 20.462759), (239, 19.526426)
56: (236*, 26.010796), (9*, 23.200447), (255*, 20.389893), (239, 20.272701), (205, 19.191816), (12, 18.88538), (241, 16.9001), (251, 16.255856), (206, 15.239225), (245*, 15.085847)
58: (17, 8.21875), (219, 7.8125), (11, 7.53125), (233, 7.5), (4, 7.21875), (5, 7.1875), (7, 7.03125), (205, 6.90625), (213, 6.90625), (215, 6.8125)
60: (389, 0.43374717), (454, 0.4211419), (308, 0.36363637), (298, 0.36363637), (564, 0.36363637), (737, 0.36363637), (757, 0.36363637), (732, 0.36363637), (690, 0.33238637), (620, 0.3181818)
61: (236, 16.801014), (219, 15.856722), (215, 15.718978), (9, 15.540533), (11, 15.428786), (250, 15.422062), (211*, 15.159439), (13, 14.954928), (2, 13.909366), (3, 13.206597)
63: (7, 11.795238), (10, 10.908956), (219, 10.484925), (5, 10.392383), (13, 10.385399), (215, 10.247493), (4, 10.009249), (1, 9.738128), (8, 9.709281), (12, 9.480494)
64: (8*, 23.103174), (207*, 22.695362), (219*, 22.550303), (9*, 19.435644), (255*, 19.289701), (214*, 18.747501), (234*, 17.481215), (210*, 17.195591), (6*, 15.441511), (84*, 14.817814)
66: (7*, 12.401229), (11, 12.14391), (12, 11.984168), (215, 11.715979), (219, 11.394862), (13, 11.300838), (205, 11.081645), (10, 10.261478), (216, 10.185841), (4, 9.99704)
67: (2, 21.107891), (13, 20.533371), (5*, 19.334993), (215, 18.026556), (206, 17.91665), (205, 17.09191), (1*, 16.74512), (251, 16.60174), (213, 16.514217), (255, 15.257665)
68: (3*, 0.0), (4*, 0.0), (5*, 0.0), (15, 0.0), (16, 0.0), (18, 0.0), (20, 0.0), (19, 0.0), (21, 0.0), (24, 0.0)
70: (236*, 27.875193), (7, 23.024355), (6, 20.868584), (12, 19.392641), (1, 18.106749), (84, 17.742258), (239, 17.724009), (207, 17.469398), (255, 16.95485), (250, 16.79749)
71: (215, 15.700872), (7, 15.46807), (13, 15.360358), (236, 15.124604), (8, 14.6880665), (4*, 14.574836), (17, 14.493085), (9*, 14.484761), (5, 14.4063635), (211, 14.325165)
72: (207*, 22.382616), (11*, 22.2688), (3*, 18.93132), (239*, 18.655193), (211*, 17.41668), (9*, 16.863575), (206*, 15.290249), (253*, 14.158474), (252*, 12.259675), (212*, 12.064054)
73: (11*, 25.400253), (10*, 22.755186), (5*, 20.135542), (8*, 18.070967), (220*, 17.737717), (253*, 16.931986), (212*, 13.019501), (210*, 11.887832), (249*, 11.028456), (256*, 8.840667)
75: (13, 10.526788), (17, 10.269173), (236, 10.190961), (11, 9.77573), (207*, 9.555343), (8, 9.5307455), (10, 9.4969225), (4, 9.477651), (1, 9.299722), (239, 9.069052)
77: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
78: (977, 0.83352673), (486, 0.6583274), (657, 0.62412244), (59, 0.5891308), (787, 0.57926106), (318, 0.57866794), (781, 0.5573032), (705, 0.49077794), (604, 0.46803224), (307, 0.4582989)
79: (7, 16.805632), (17, 16.48291), (5, 16.18409), (2, 15.813693), (219, 15.312189), (11, 15.243213), (207, 15.03327), (245, 14.785498), (10, 14.767028), (1, 14.323111)
80: (2*, 11.385209), (5, 10.647669), (17, 10.15272), (13, 10.081294), (211, 9.968146), (219, 9.636133), (8, 9.562492), (239, 9.399197), (236, 9.362898), (12, 9.122581)
81: (7, 12.93448), (5, 12.213773), (2, 11.829127), (205, 11.647477), (17, 11.098225), (1, 10.874228), (211, 10.766028), (239, 10.755079), (3, 10.368361), (250, 10.260033)
82: (13, 16.663689), (1, 15.254645), (10, 14.246632), (5, 13.696648), (213, 13.665664), (4*, 13.631134), (219, 13.559857), (205, 13.4187765), (12*, 13.213695), (17, 12.85407)
83: (17*, 22.342463), (5*, 20.493763), (2*, 19.510246), (251*, 15.829696), (217*, 14.156307), (12*, 14.096998), (236*, 11.985914), (253*, 11.8422), (210*, 10.328562), (6*, 9.353398)
84: (11*, 15.84133), (211, 13.139648), (216, 13.000937), (205*, 12.912726), (215, 12.868965), (10, 12.6845455), (239, 12.323603), (3, 11.9128685), (241, 11.874863), (250, 11.40399)
85: (1, 0.0), (2, 0.0), (3, 0.0), (4*, 0.0), (5, 0.0), (6, 0.0), (9, 0.0), (10, 0.0), (12, 0.0), (15, 0.0)
86: (205*, 30.70702), (10*, 28.697641), (7*, 27.48143), (219*, 27.203974), (236*, 25.791498), (251*, 24.983006), (249*, 24.789825), (250*, 24.579052), (17*, 23.787727), (9*, 22.897293)
87: (11, 16.215292), (207*, 15.191342), (8, 14.676291), (4, 14.219195), (5, 14.167522), (17*, 14.003606), (13, 13.76868), (3, 13.746211), (9, 13.616834), (250, 12.5384865)
88: (11, 14.780739), (8, 14.570839), (13, 13.705222), (4, 13.175473), (3*, 12.745409), (207*, 11.992287), (2, 11.514835), (1*, 10.996256), (245, 10.994105), (234, 10.45041)
89: (219, 12.927121), (11, 12.90574), (10, 12.508244), (13, 12.343132), (7, 12.275445), (17, 12.206991), (205, 12.195431), (215, 12.02174), (5, 11.96726), (206, 11.272217)
90: (1*, 14.051647), (7, 12.696353), (17, 12.417174), (10*, 12.070463), (239, 11.637754), (5, 11.148955), (207, 11.020531), (219, 10.913251), (216, 10.791212), (8, 10.3937025)
91: (13, 18.813093), (5, 18.124514), (1, 17.79928), (7, 17.113054), (219, 16.875189), (17, 16.368029), (250, 16.137165), (10, 16.10008), (9, 15.9409075), (3, 15.3745165)
92: (8*, 18.686409), (5, 17.41979), (7*, 17.411034), (207*, 17.185833), (4*, 16.301409), (3, 14.722261), (239, 13.092264), (220, 12.774564), (6, 12.465642), (10*, 12.462592)
95: (17, 21.419786), (216*, 19.042), (219, 18.995453), (3*, 18.217777), (8*, 17.296776), (213*, 16.88667), (233, 16.37369), (253, 16.086226), (220*, 14.887332), (239, 14.654475)
96: (11*, 20.367847), (215*, 18.74805), (13*, 17.597198), (236*, 17.017311), (2*, 16.30522), (17*, 15.96394), (255*, 14.566646), (214*, 13.707477), (220*, 13.055173), (249*, 12.730309)
97: (250*, 27.779501), (1*, 26.32456), (17*, 25.055367), (4*, 24.597578), (3*, 22.903189), (251*, 22.290339), (10*, 18.364014), (245*, 17.284792), (244*, 14.275408), (243*, 13.998836)
98: (13, 15.177662), (10, 14.801356), (1, 14.434862), (216, 13.810062), (11, 13.5249405), (215, 13.314549), (239, 13.27394), (241, 13.1206), (8, 13.0678835), (211, 13.067255)
99: (13, 18.894344), (2, 17.73287), (250, 16.642948), (1, 16.580894), (17, 16.097504), (236, 16.077011), (11, 15.845948), (207*, 15.762558), (7, 15.71322), (251, 15.531162)
102: (2*, 11.149465), (5, 10.672925), (11, 10.110912), (13, 9.942647), (8, 9.919279), (17*, 9.858157), (1, 9.575077), (10, 9.358472), (211, 9.246209), (12*, 9.178013)
103: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
104: (13, 16.570257), (2, 15.128892), (5, 14.251865), (7*, 13.885998), (215, 13.604683), (1, 13.427193), (219, 12.963433), (207, 12.926931), (205, 12.7994375), (10*, 12.604206)
106: (7*, 15.484104), (11, 14.741995), (1, 14.067923), (13, 13.995277), (2*, 13.571093), (3, 13.104393), (4, 13.057786), (215, 12.512256), (207*, 12.35711), (250, 12.19754)
107: (1*, 21.056705), (207*, 20.658373), (250, 19.494707), (233*, 16.99967), (251, 15.409755), (253, 14.896663), (216*, 14.809679), (255, 13.759313), (214, 12.394321), (235*, 12.040432)
109: (17, 2.0835855), (7, 2.0016024), (8, 1.8270887), (236, 1.6375785), (278, 1.3755968), (211, 1.3710451), (307, 1.21875), (675, 1.210394), (805, 1.0755937), (781, 1.048206)
110: (11*, 18.330173), (5, 17.768307), (8, 16.429625), (17, 16.188019), (211, 15.144474), (233, 14.556972), (12, 13.771646), (9, 13.770558), (239, 12.619808), (206, 12.332192)
111: (236*, 19.293673), (250*, 18.796782), (5*, 17.16863), (219*, 15.989245), (206*, 14.993527), (217*, 12.450621), (257*, 11.593309), (256*, 7.5529833), (297, 1.3016994), (1173, 1.3016994)
112: (215, 21.421125), (5, 20.652267), (17, 19.536283), (11, 19.514944), (13, 18.970778), (236*, 18.531744), (205, 17.987267), (245, 17.772646), (8, 17.555794), (3, 16.913784)
114: (207*, 16.839108), (219*, 14.087798), (205*, 14.078267), (250, 13.377501), (4, 12.15223), (245, 11.915719), (254, 11.499052), (253*, 11.398294), (84, 11.391056), (213, 11.367546)
115: (9, 19.584982), (13, 19.28152), (215, 18.584345), (241*, 16.460085), (251, 16.31715), (8, 16.24964), (254, 15.414416), (217, 15.008172), (213, 14.194123), (234, 14.178598)
116: (7*, 22.06957), (11*, 19.761175), (1*, 18.730753), (219, 17.39756), (5, 16.598053), (211, 16.53626), (236, 15.416581), (17, 15.416284), (217, 15.165965), (205, 14.941045)
117: (3, 13.676507), (1, 13.445311), (205, 12.60292), (2, 12.275208), (207*, 12.18223), (4, 11.605468), (9, 11.595286), (250, 11.163375), (214, 10.966624), (241, 10.868243)
118: (9, 8.09375), (211, 7.75), (7, 7.5625), (207, 7.5), (17, 7.375), (5, 7.1875), (250, 7.03125), (13, 6.875), (11, 6.8125), (8, 6.78125)
119: (13, 14.063553), (2, 13.829071), (215, 12.994073), (5, 12.1160755), (213, 11.842265), (239, 11.115123), (236, 11.103373), (3, 10.979293), (219, 10.915679), (211, 10.896001)
120: (11, 24.940224), (236*, 23.628036), (5, 23.032558), (9, 22.08524), (7*, 21.414442), (8, 21.123968), (4, 20.50745), (213, 20.335955), (239, 19.66779), (217, 18.932503)
121: (11*, 26.612307), (13*, 25.123363), (5*, 21.887741), (3*, 19.274206), (207*, 19.203827), (245*, 18.529627), (241*, 16.99402), (253*, 15.03713), (84*, 13.914859), (247*, 13.8361435)
122: (11, 21.009735), (5, 19.716307), (211*, 19.038715), (13*, 19.023613), (8, 18.043718), (17, 18.00515), (250, 17.542625), (219, 17.428175), (4, 17.146677), (234, 15.985886)
123: (215, 23.313007), (211, 21.781643), (219, 21.433655), (8, 21.024046), (11*, 20.619806), (9, 19.66637), (12, 18.444729), (245, 18.428812), (2, 18.218218), (251, 17.901972)
124: (11*, 20.739712), (213*, 19.343449), (241*, 17.382225), (7*, 16.607769), (215*, 15.714118), (211*, 15.291304), (234*, 14.364887), (217*, 14.172404), (6*, 13.336148), (2*, 12.980787)
125: (2, 16.835472), (1*, 15.785444), (211*, 15.781523), (10*, 14.653195), (12, 14.409766), (8*, 13.758381), (241, 12.434995), (5, 12.322468), (236*, 12.150197), (250, 11.474577)
126: (219, 18.834808), (13, 18.60231), (236*, 18.509233), (215, 17.621422), (2, 17.331198), (250, 16.980936), (1, 16.966656), (7*, 16.156178), (9*, 15.764145), (220, 15.124282)
127: (11*, 16.888407), (205, 15.128084), (9, 14.260689), (5, 13.670018), (250, 13.4500265), (17, 13.21035), (255, 12.792619), (4, 12.770784), (211, 12.582231), (219, 12.491816)
128: (7*, 24.080656), (5*, 21.310862), (250*, 17.25277), (10*, 17.20956), (211*, 17.17258), (216*, 16.713947), (9*, 16.194832), (255*, 14.575096), (253*, 13.403706), (252*, 13.390116)
129: (5, 21.851679), (250, 21.62357), (215*, 20.400558), (1*, 19.779034), (236, 19.351028), (11*, 17.206839), (255, 17.040745), (205, 16.769314), (241, 15.894961), (12, 15.004053)
130: (211, 25.69388), (11*, 25.089722), (5, 23.456442), (216*, 23.154331), (7, 22.968962), (219, 22.858559), (8, 22.350504), (245, 22.293747), (236, 22.200232), (255, 21.942474)
133: (7, 11.6725025), (236, 11.111153), (211, 10.875467), (11*, 10.874245), (9, 10.840306), (205, 10.64404), (233, 10.5816), (8, 10.581118), (239, 10.334495), (214, 10.298446)
135: (11*, 15.198861), (5, 14.521681), (236*, 12.90824), (13, 12.772098), (207, 12.666676), (4, 12.577794), (205, 11.884844), (3, 11.871484), (12, 11.755579), (8, 11.557166)
136: (7, 18.663212), (236, 17.159807), (219*, 15.830754), (13, 15.444285), (9, 15.426276), (5, 15.357699), (213, 14.674931), (10, 13.875549), (257, 13.59152), (239, 13.457456)
137: (2*, 31.18799), (213*, 27.349203), (216*, 21.911718), (236*, 21.682726), (251*, 20.688168), (3*, 20.026209), (220*, 19.105703), (235*, 18.879211), (253*, 18.04048), (241*, 17.753954)
138: (4*, 17.699303), (214*, 17.104296), (219*, 16.774998), (121*, 15.7239275), (9*, 15.152795), (255*, 14.804459), (245*, 14.693435), (84*, 14.545065), (218, 1.354436), (278, 1.3384831)
139: (3*, 18.135891), (239*, 17.925354), (245*, 17.271135), (212*, 17.059155), (9*, 16.48313), (217*, 16.324461), (241*, 15.322888), (256*, 12.629834), (442, 1.3753175), (550, 0.7632005)
140: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
141: (11, 9.882359), (7, 8.747747), (1, 8.53495), (2, 8.390954), (13*, 8.214187), (5, 8.167931), (216, 8.120073), (17, 8.0418625), (215, 7.977646), (205, 7.819289)
142: (9, 21.569906), (2, 20.177675), (11, 19.800568), (215, 19.657146), (211, 19.64955), (4, 18.36424), (3*, 16.993137), (13, 16.72497), (220, 16.53383), (10, 16.234385)
144: (13, 18.727015), (2*, 18.271624), (11*, 17.481768), (8*, 16.0715), (10, 15.368784), (205, 14.818935), (255, 14.706515), (213, 14.385265), (250, 13.961161), (216, 13.380896)
145: (11, 12.362789), (13, 11.956763), (1, 10.937462), (4, 10.802109), (17, 10.598989), (215, 10.526328), (5, 10.447513), (9, 9.659923), (211, 9.572762), (207*, 9.519506)
146: (3*, 21.288342), (219*, 20.568956), (255*, 18.309336), (212*, 14.320676), (257*, 13.730276), (243*, 12.757281), (256*, 10.027166), (877, 1.772708), (1178, 1.3138843), (657, 1.234544)
147: (219*, 25.728289), (215*, 25.679209), (12*, 24.569105), (211*, 24.120958), (236*, 20.738777), (220*, 20.03602), (9*, 19.979664), (3*, 18.559902), (254*, 18.15214), (84*, 17.933886)
148: (11, 15.42402), (211, 14.990909), (5, 14.39147), (219, 14.182455), (7, 13.707742), (215, 13.693019), (1, 12.361666), (13, 12.237856), (255, 12.097441), (17, 12.051233)
149: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7*, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
150: (211, 31.323395), (219*, 29.970612), (4, 26.6999), (2*, 26.534355), (206, 25.589418), (255, 25.282686), (250, 23.991879), (84, 23.65009), (233, 22.771147), (207*, 22.617207)
151: (11*, 14.8663), (4, 13.445387), (17, 13.250147), (12*, 12.901396), (13*, 12.0462265), (5, 11.849856), (1*, 11.7161455), (245, 10.50508), (235, 10.494473), (213, 10.439344)
152: (17*, 23.69944), (11, 23.247326), (236*, 22.87513), (13, 22.330503), (215*, 21.687502), (5, 21.503675), (9, 19.02919), (250*, 18.814371), (233, 17.399126), (251*, 17.360235)
154: (17, 17.836742), (211, 16.945059), (11, 16.23175), (8, 16.113527), (5, 14.681073), (7, 14.515104), (4, 14.467566), (215*, 14.226128), (13*, 14.047018), (219, 13.974605)
155: (7*, 24.65432), (10*, 24.158806), (207*, 20.850124), (3*, 18.511665), (84*, 17.447409), (214*, 16.657356), (239*, 15.91198), (121*, 14.931814), (244*, 12.0875225), (256*, 11.356049)
156: (219*, 16.474106), (8*, 16.073929), (254*, 14.914643), (9*, 14.118725), (211*, 13.886943), (253*, 13.602177), (121*, 11.681764), (210*, 11.610526), (233*, 10.773572), (405, 1.4999945)
157: (11, 11.988595), (236, 10.6889925), (205, 10.287591), (1, 10.270465), (4, 9.857524), (207, 9.834756), (219*, 9.329013), (13*, 9.29594), (17, 9.160423), (9, 8.981551)
159: (5, 19.393124), (211, 19.146105), (236*, 18.623238), (215, 17.972576), (11*, 17.929518), (219, 17.212406), (13, 17.017458), (9, 16.358213), (1, 16.165241), (255, 16.064842)
160: (13*, 22.69258), (17*, 21.082994), (219, 19.151735), (255, 18.085125), (211, 18.015831), (251*, 17.054384), (220, 16.800547), (250, 16.619463), (245, 16.275389), (205, 15.4649105)
161: (11, 18.807789), (251, 17.5614), (250*, 16.615057), (236*, 16.457125), (2, 16.314192), (4, 16.059824), (9, 15.35471), (8, 15.352088), (12*, 15.1439495), (206, 15.1181965)
163: (17*, 22.450005), (13, 22.094559), (4, 20.612871), (245, 19.714308), (1, 19.394026), (9, 18.853792), (206, 17.972801), (12*, 17.928513), (241, 17.709547), (215, 17.316658)
164: (5, 2.1031778), (9, 1.6850094), (206, 1.5834186), (3, 1.5455388), (253, 1.3947735), (10, 1.2597748), (4, 1.2515647), (255, 1.1718923), (1, 1.1703769), (11, 1.1614778)
165: (213, 14.23024), (205, 13.047583), (216, 12.42), (215, 12.096146), (13, 12.020606), (8, 11.966201), (3, 11.093259), (9, 11.022447), (17, 10.995644), (211, 10.926358)
166: (215*, 21.244463), (13, 20.35794), (8*, 20.112133), (211, 19.61866), (2*, 18.19394), (5*, 17.816923), (245, 15.361592), (220, 14.451395), (239, 13.503807), (255, 13.329803)
167: (7*, 27.637716), (8*, 22.958624), (3*, 22.504305), (4, 21.303284), (205*, 20.853544), (255*, 20.774597), (217*, 19.15857), (9, 16.333773), (235, 15.945238), (249, 15.8777895)
168: (1*, 23.637707), (255*, 22.705198), (253*, 19.377176), (244*, 15.541793), (252*, 15.481998), (257*, 14.453047), (249*, 13.4831505), (242, 2.7009873), (842, 1.8786292), (297, 1.7787325)
169: (17*, 22.238531), (8*, 20.764223), (211*, 19.748165), (12*, 18.907251), (213*, 17.891214), (205*, 16.831873), (254*, 15.5865345), (241*, 11.397906), (253*, 11.335322), (249*, 10.560218)
170: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
171: (4*, 17.32741), (219*, 16.375303), (9*, 14.303927), (205*, 14.19697), (10*, 13.009054), (241*, 12.809345), (216*, 12.324091), (210*, 12.087412), (253*, 11.7466135), (248*, 10.645564)
172: (8*, 0.0), (13*, 0.0), (15, 0.0), (16, 0.0), (18, 0.0), (20, 0.0), (19, 0.0), (21, 0.0), (24, 0.0), (23, 0.0)
173: (215*, 19.184334), (219, 19.105507), (17, 18.216728), (1, 17.1564), (236*, 16.256935), (213, 15.965479), (205, 15.587428), (3, 15.553291), (4, 15.199217), (211, 14.990642)
174: (11*, 26.41824), (7*, 25.541937), (206*, 25.335897), (207*, 24.227625), (213*, 22.444614), (214*, 19.96899), (4*, 19.875935), (84*, 18.265896), (245*, 17.891426), (121*, 16.888363)
175: (9*, 21.440742), (215*, 21.155594), (13, 19.847288), (205, 19.092066), (2*, 19.0627), (233, 17.818798), (250, 17.383152), (206, 17.03418), (255, 16.383434), (251, 16.366684)
176: (5*, 16.604746), (3*, 15.295922), (205*, 13.755906), (215*, 13.746199), (8*, 13.052378), (9*, 12.21321), (12*, 11.989558), (220*, 11.966617), (121*, 11.461068), (233*, 11.052289)
177: (11, 16.79728), (7, 16.67781), (17*, 16.35883), (9, 15.434356), (211, 14.612481), (207*, 14.533595), (2, 14.235241), (250, 14.21064), (12, 13.7370405), (215, 13.458764)
178: (216*, 20.572857), (215*, 19.352182), (5*, 17.963871), (233*, 16.25733), (206*, 15.580756), (3*, 14.456992), (257*, 13.683287), (254*, 13.400052), (234*, 13.327247), (638, 2.539557)
179: (215, 19.251984), (5, 18.892456), (17, 17.998278), (10, 16.651829), (245, 16.612814), (250, 16.58549), (9, 16.531857), (2, 16.105793), (213, 15.120038), (8, 14.956015)
180: (11, 14.162653), (9, 14.014222), (236*, 13.988123), (17, 13.788166), (219, 13.499414), (211, 12.636846), (250, 12.416627), (13, 12.329282), (215, 12.038312), (4, 11.641719)
