# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
1: (17, 13.486017), (13, 13.315971), (7*, 13.077824), (239, 12.895504), (211, 12.689836), (215, 12.386571), (207, 12.188443), (236, 11.883205), (250, 11.647398), (219, 11.354531)
69: (11*, 22.949503), (3, 18.908146), (17*, 17.9429), (7, 17.503765), (9, 17.421656), (5, 17.321224), (253, 16.96255), (213, 16.895311), (214, 16.273605), (250, 16.020832)
70: (5*, 19.745981), (9*, 19.639431), (7, 18.916983), (3, 16.616405), (6, 15.866538), (1, 15.822396), (255, 15.3964205), (211*, 15.288228), (12, 15.152868), (239, 15.116148)
71: (215, 17.848555), (13, 17.678677), (239, 17.391628), (7, 17.124252), (219, 16.37038), (17, 16.364687), (8, 16.104708), (216, 15.918481), (5, 15.597312), (236, 15.212442)
72: (2*, 19.522697), (234*, 15.397276), (213*, 11.898802), (241*, 11.2574415), (244*, 10.510186), (6*, 10.406501), (84*, 10.218499), (257*, 10.012985), (10*, 9.961755), (246*, 9.210204)
73: (239*, 19.645348), (219*, 18.822138), (1*, 17.029236), (211*, 14.8966675), (205*, 14.253325), (250*, 13.697419), (217*, 13.519241), (213*, 13.188858), (214*, 10.463145), (257*, 8.762072)
78: (215, 0.8222472), (13, 0.81281716), (236, 0.62764263), (7, 0.625), (207, 0.625), (657, 0.60837084), (205, 0.59639263), (250, 0.5132791), (17, 0.5118464), (257, 0.5)
79: (11, 17.347298), (219, 15.922919), (2, 15.291688), (7, 15.138232), (207, 15.111009), (236, 14.955888), (205, 13.984717), (213, 13.919759), (245, 13.804901), (12, 13.497489)
81: (3, 12.959638), (17, 12.558242), (7, 12.223069), (5, 11.011431), (211, 10.410692), (8, 10.348597), (219, 10.290181), (1, 9.4434595), (216, 9.18313), (2, 8.997522)
82: (11*, 17.93951), (13, 16.918009), (217, 14.809306), (211, 14.53991), (207*, 14.485498), (219, 13.976575), (3, 13.903597), (9, 13.715059), (17, 13.591343), (213, 13.455872)
83: (3*, 16.741152), (235*, 13.968703), (206*, 13.200068), (834, 2.1060576), (658, 2.03787), (699, 1.9384753), (344, 1.7853786), (91, 1.7149038), (336, 1.6126992), (425, 1.4990786)
84: (2*, 15.783452), (8*, 13.093836), (10, 13.066297), (3, 12.933556), (239, 12.260481), (216, 11.682383), (215, 10.16408), (4*, 10.153674), (254, 9.602067), (206, 8.850546)
85: (1, 0.0), (2, 0.0), (3, 0.0), (5, 0.0), (6, 0.0), (9, 0.0), (10, 0.0), (12, 0.0), (13*, 0.0), (14, 0.0)
86: (2*, 28.4968), (255*, 26.491873), (13*, 25.688976), (6*, 25.456387), (216*, 23.315145), (239*, 23.086668), (254*, 22.212551), (247*, 21.96802), (233*, 21.015076), (210*, 20.825514)
87: (11, 19.145641), (215, 15.19771), (9, 15.17346), (250, 14.714686), (3, 14.544134), (5, 14.302661), (8, 13.96122), (4, 13.879482), (13, 13.621138), (255, 13.033456)
88: (17*, 21.991436), (13, 20.03427), (8, 19.397593), (11, 18.44638), (9, 17.41477), (12, 15.909978), (206, 14.987398), (2, 14.042668), (255, 14.011678), (245, 13.759435)
89: (11, 12.499007), (215, 12.362806), (5, 12.362491), (206, 11.267552), (236, 11.21345), (8, 11.09739), (239, 11.043352), (10, 10.976102), (9, 10.956386), (241, 10.830277)
90: (7, 12.436497), (5, 11.09379), (219, 11.0856905), (216, 9.838011), (8, 9.7341175), (17, 9.410809), (12, 9.33822), (207, 9.089487), (236, 8.926637), (234, 8.341142)
91: (239, 20.078253), (7, 20.055405), (250, 19.470032), (207, 18.584158), (215, 18.358412), (216*, 18.107565), (219, 17.759665), (13, 17.748762), (10, 17.647429), (2, 17.47005)
92: (11*, 17.677597), (5, 15.556309), (211*, 14.36184), (3, 14.223705), (235, 12.911654), (205*, 10.932901), (234, 10.462675), (255*, 10.315889), (251, 9.470898), (239, 8.933449)
93: (5, 18.659775), (8, 17.534887), (17, 16.935352), (4*, 16.072968), (219, 15.617523), (236, 15.490671), (10, 15.242593), (239, 14.463048), (250, 14.315975), (1*, 14.308918)
94: (8, 10.628295), (11, 10.349824), (236, 10.256747), (5*, 10.107042), (217, 10.012689), (84, 9.937801), (206, 9.882391), (213, 9.7602005), (2, 9.696469), (245, 9.580433)
95: (2*, 21.482742), (219, 20.261436), (4*, 19.372034), (236, 18.797642), (239, 18.100313), (17, 15.67419), (9, 15.172117), (205*, 13.91975), (84, 13.216059), (6, 12.822555)
96: (3*, 19.463953), (1*, 19.108873), (205*, 16.73038), (239*, 15.066555), (213*, 14.639303), (234*, 13.847894), (217*, 13.823009), (253*, 13.414337), (216*, 12.95765), (245*, 11.354697)
97: (11*, 34.46169), (7*, 28.349083), (84*, 27.320375), (2*, 25.161465), (121*, 25.035992), (234*, 24.512444), (220*, 24.30573), (257*, 23.291098), (247*, 20.59538), (205*, 19.822441)
98: (11, 15.118198), (17, 14.860957), (219, 14.306363), (239, 13.707463), (2*, 12.7913685), (8, 12.231978), (215, 12.075983), (206, 12.021516), (13, 11.8800535), (10, 11.843348)
99: (11, 19.35483), (5*, 17.346962), (17, 16.847944), (3*, 16.771538), (8, 16.546127), (7, 15.777314), (236, 15.096652), (13, 14.979004), (2, 14.776016), (4, 14.739055)
100: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
101: (1, 0.0), (2*, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
102: (8, 12.643852), (11, 12.498995), (13, 12.310671), (5, 11.7356825), (7*, 11.321303), (205, 10.9255085), (215, 10.736681), (213, 10.622362), (236, 10.492727), (219, 10.467891)
104: (11*, 19.332277), (8, 16.823853), (5, 15.914578), (3, 15.431616), (219, 15.395791), (215, 14.648167), (207, 14.581956), (239, 14.326157), (13, 13.831564), (2, 13.580672)
105: (11, 8.8125), (8, 8.40625), (213, 8.15625), (17*, 8.125), (215, 7.90625), (5, 7.71875), (236, 7.59375), (255, 7.4375), (219, 7.15625), (239, 6.96875)
106: (219, 14.630791), (13, 13.88649), (215, 13.54162), (1, 12.888571), (11, 12.695395), (236, 12.032045), (216, 11.430432), (17*, 11.320551), (257, 11.182869), (220, 11.142665)
107: (7*, 27.176102), (215*, 21.406246), (236*, 19.017328), (17*, 17.99497), (250, 17.666828), (255, 16.40135), (213*, 15.560131), (251, 15.544623), (253, 14.463899), (234, 13.815176)
108: (1, 0.0), (2*, 0.0), (3, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (11*, 0.0), (12, 0.0)
109: (7, 7.885542), (11, 7.0223327), (17, 6.6136384), (1, 6.437429), (8, 6.0018544), (5, 5.998415), (236, 5.8558106), (207, 5.744955), (3, 5.6493764), (215, 5.404919)
110: (8, 16.705322), (17, 15.46697), (5, 14.938578), (12, 14.697242), (9, 14.318361), (207*, 14.164049), (215, 14.088988), (211, 13.940259), (1*, 12.84378), (213, 12.838531)
111: (8*, 18.921766), (1*, 18.711653), (17*, 18.593918), (212*, 14.129961), (121*, 11.862838), (243*, 11.442707), (244*, 9.703502), (214*, 9.263932), (220*, 8.13196), (318, 1.3357635)
112: (11, 19.562777), (17, 18.122995), (5, 17.574183), (8, 17.54232), (215, 15.737257), (13, 15.735304), (9, 14.044819), (10, 13.557694), (245, 13.548931), (206, 13.416109)
113: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9*, 0.0), (10, 0.0)
114: (2*, 16.612627), (17*, 15.9078045), (12*, 14.979283), (213, 12.991377), (245, 12.58517), (4, 12.511101), (254, 12.067664), (250, 11.7515), (234, 11.176209), (220*, 10.688417)
115: (8, 22.116966), (13, 20.31852), (215, 20.144075), (7*, 18.87303), (216, 18.82933), (4*, 17.913694), (9, 16.308819), (213, 16.05371), (234, 15.663598), (6, 15.428864)
116: (219, 22.793707), (10*, 20.654957), (5, 19.378052), (241, 18.524326), (234*, 18.44072), (217, 18.038862), (17, 18.011585), (250, 17.98509), (236, 17.944517), (255, 16.958258)
117: (1, 11.652484), (3, 10.976123), (215, 10.556858), (219*, 10.315599), (2, 10.124327), (216, 9.605114), (17*, 9.564963), (12*, 9.550555), (213, 9.363734), (205, 8.943655)
120: (11, 25.095062), (17*, 25.018288), (8, 24.258759), (5, 23.857035), (9, 21.605341), (3, 21.296143), (219*, 20.840902), (216, 20.2999), (1*, 19.828152), (4, 19.280231)
121: (8*, 25.360157), (215*, 23.889767), (9*, 22.76715), (236*, 22.328495), (211*, 21.387081), (12*, 19.874392), (257*, 19.16609), (6*, 18.539267), (121*, 14.635015), (249*, 13.89429)
122: (17, 26.495365), (11, 25.850729), (5, 23.957434), (8, 23.696304), (250, 23.440582), (6, 21.83554), (219, 21.684381), (3, 21.098621), (4, 20.361092), (216, 19.598516)
123: (8, 27.018373), (215, 24.123152), (219, 23.592686), (17*, 21.422726), (3, 21.031141), (6, 21.022223), (213, 20.99126), (121, 20.958855), (211, 20.570864), (239, 19.726166)
124: (13*, 19.941721), (10*, 19.395731), (1*, 19.12414), (236*, 15.789706), (3*, 15.660305), (17*, 14.293883), (205*, 12.699837), (206*, 12.572259), (247*, 12.21993), (250*, 11.64037)
125: (215*, 14.917783), (2, 14.746396), (9, 13.023942), (12, 12.944917), (206, 12.138413), (235*, 11.938501), (5, 11.701187), (257, 11.200226), (255, 10.863445), (217, 10.758498)
126: (219, 20.778776), (215, 20.661987), (4*, 18.617682), (2, 16.92904), (13, 16.923319), (3*, 16.558657), (213, 15.370112), (250, 15.161149), (206, 15.095761), (1, 14.701668)
127: (219, 14.344822), (215*, 14.102089), (1*, 14.013449), (5, 12.339387), (7, 12.064045), (205, 12.033575), (17, 11.886884), (216, 11.748034), (236, 11.663924), (241, 11.3285475)
128: (8*, 19.220161), (12*, 18.496695), (215*, 17.958513), (234*, 17.776127), (254*, 15.525661), (212*, 14.173904), (247*, 11.277518), (248*, 10.970486), (243*, 10.321799), (242, 1.9373308)
129: (216, 17.609407), (5, 17.47136), (236, 17.249212), (250, 17.202438), (239, 16.628874), (257*, 15.6213875), (251*, 15.226229), (12, 15.184162), (241, 15.154292), (255, 14.793789)
130: (5, 15.537418), (8, 14.68028), (215*, 14.583046), (17, 14.537623), (4, 14.470115), (13*, 14.160892), (9, 13.747504), (205*, 13.584277), (217, 13.520945), (211, 12.732136)
132: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7*, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
135: (5, 14.1560755), (211*, 12.966111), (3, 11.546536), (8, 11.469785), (207, 11.32614), (12, 11.324184), (1*, 10.781515), (2*, 10.593983), (255, 9.7636595), (216, 9.519642)
136: (4*, 16.563326), (7, 15.810332), (3, 15.674697), (236, 15.411021), (9, 15.354099), (5, 14.461919), (17*, 14.291781), (1, 13.609758), (6, 13.231446), (13, 12.368913)
137: (239*, 29.280537), (9*, 27.528475), (10*, 27.304573), (234*, 26.851545), (12*, 25.811237), (212*, 22.789925), (207*, 22.56684), (244*, 19.431528), (256*, 18.678188), (242, 2.810086)
138: (11*, 22.097588), (12*, 18.993958), (235*, 15.146672), (239*, 13.876952), (234*, 13.737157), (220*, 12.199367), (252*, 11.40536), (244*, 9.681693), (218, 2.676212), (1178, 1.9430809)
139: (11*, 24.47436), (10*, 22.559336), (4*, 21.421484), (236*, 20.978065), (206*, 18.670828), (255*, 17.820528), (6*, 17.647076), (12*, 17.627892), (5*, 16.823145), (235*, 16.606543)
142: (215, 22.320877), (2, 20.870237), (11, 20.398375), (13, 20.244204), (211, 18.065792), (4, 18.026968), (255, 17.861874), (10, 17.352129), (213, 16.51475), (6, 16.253462)
144: (13, 18.65735), (1*, 18.645271), (216, 17.262806), (219*, 16.359795), (4*, 16.183311), (10, 16.177248), (239, 16.020016), (3, 15.73286), (17*, 14.910773), (250, 14.894154)
146: (1*, 28.611504), (13*, 26.756826), (6*, 26.669832), (10*, 25.59122), (235*, 25.13756), (213*, 24.6256), (239*, 23.533396), (2*, 22.95391), (206*, 22.404526), (241*, 22.168232)
147: (207*, 26.728733), (1*, 25.751183), (17*, 24.676289), (2*, 24.448845), (206*, 24.026415), (10*, 22.90293), (13*, 22.243282), (251*, 19.746471), (217*, 16.05028), (210*, 14.640866)
148: (11, 14.455847), (215, 13.576554), (3, 12.974132), (1, 12.140001), (216, 12.098235), (213, 12.015345), (9, 11.855592), (8*, 11.824179), (13, 11.770531), (4, 11.541994)
150: (250, 25.746199), (4, 25.556257), (211, 22.244131), (255, 20.54611), (206, 20.269505), (220*, 19.40328), (216, 18.715502), (233, 16.618963), (246, 16.204954), (217, 16.162037)
151: (239, 18.254555), (213, 15.920903), (9*, 15.81598), (217, 15.74212), (3*, 15.424665), (215, 15.087504), (219, 15.074738), (17, 14.799673), (4, 14.738211), (255, 14.528749)
152: (11, 25.264364), (5, 22.070969), (13, 19.04363), (9, 18.822327), (213*, 18.463757), (255, 18.41766), (3*, 18.008932), (211*, 17.70397), (4, 16.802347), (257, 16.665426)
154: (11, 16.747896), (219, 16.172562), (5, 16.038473), (10, 15.673546), (17, 15.656183), (7, 14.184148), (3, 14.148699), (9*, 14.032661), (8, 13.943273), (4, 13.6950865)
155: (4*, 23.574863), (219*, 22.860422), (255*, 18.69392), (213*, 17.886642), (6*, 17.586926), (217*, 14.546804), (248*, 14.316676), (245*, 13.498292), (243*, 11.858519), (653, 0.86722076)
156: (7*, 22.142086), (2*, 21.071175), (3*, 20.627714), (5*, 18.370274), (213*, 13.221687), (250*, 13.177362), (212*, 12.668869), (245*, 12.2849455), (246*, 10.774486), (1220, 0.8606406)
158: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (8, 0.0), (9, 0.0), (11*, 0.0), (12, 0.0)
159: (5, 21.274511), (7*, 19.503632), (215, 19.289185), (9, 18.960197), (219, 18.864178), (211, 18.6009), (207, 17.76615), (13, 17.597446), (213, 15.84247), (255, 15.710782)
160: (250, 23.475077), (5*, 23.324886), (211, 22.125502), (6, 20.848366), (255, 20.660723), (219, 19.9041), (3*, 19.7182), (4*, 19.618645), (206, 18.813862), (257, 18.74408)
161: (213, 19.04771), (11, 17.325819), (217, 17.053995), (1*, 16.707466), (239, 16.340273), (10, 15.988545), (8, 14.922969), (251, 14.615115), (2, 14.367024), (219*, 14.115717)
163: (215, 20.34962), (11*, 19.328503), (13, 17.825682), (219*, 17.616177), (207*, 16.874826), (4, 16.863316), (5*, 16.83156), (255, 16.828644), (9, 16.086412), (245, 15.948603)
164: (17, 7.9710164), (11, 7.660318), (3, 7.0739965), (215, 7.0341616), (1, 6.918152), (7, 6.87328), (10, 6.55988), (236, 6.458918), (219, 6.4171634), (205, 6.2785335)
165: (1*, 13.95296), (13, 13.742152), (9, 13.149751), (17, 12.457688), (236, 11.705364), (3, 11.689001), (215, 11.440865), (12, 11.427318), (8, 11.19176), (216, 10.955151)
166: (13, 17.37759), (211, 15.332191), (250*, 14.927099), (205, 14.301279), (216, 14.056019), (255, 13.771152), (245, 13.319301), (234, 10.77933), (239, 10.627558), (220, 10.613949)
167: (215*, 23.79765), (236*, 23.370901), (2*, 21.902676), (10*, 19.944836), (207*, 19.701876), (235, 18.837534), (9, 17.161974), (213*, 16.671991), (4, 16.43808), (6, 16.246706)
168: (211*, 26.240868), (219*, 26.079355), (11*, 24.649336), (13*, 24.276646), (206*, 22.01394), (84*, 20.320244), (216*, 18.34331), (121*, 16.610304), (245*, 15.806334), (256*, 14.082483)
169: (13*, 23.940908), (236*, 23.215628), (219*, 21.031847), (239*, 17.116966), (207*, 16.651741), (212, 15.351332), (10*, 13.350148), (252, 13.245801), (256, 12.558136), (247*, 12.094449)
171: (13*, 23.343327), (2*, 20.229136), (1*, 20.22493), (217*, 17.48378), (206*, 14.0380745), (252*, 13.312233), (235*, 13.18347), (246*, 12.831005), (256*, 8.2575865), (242, 2.791185)
172: (1*, 0.0), (14, 0.0), (15, 0.0), (16, 0.0), (20, 0.0), (19, 0.0), (22, 0.0), (21, 0.0), (24, 0.0), (23, 0.0)
173: (4, 20.187685), (3, 19.163952), (2*, 18.415886), (219, 17.44987), (17, 16.800634), (8, 16.71352), (255, 15.7911), (213, 15.154546), (257, 15.1208515), (239, 15.104208)
174: (1*, 20.772415), (8*, 19.293201), (216*, 19.090303), (219*, 17.9312), (215*, 17.03174), (205*, 16.254988), (211*, 14.619485), (5*, 14.607821), (220*, 11.238372), (252*, 9.317769)
175: (236*, 17.85211), (11*, 16.30493), (5*, 15.930975), (3*, 15.70017), (6, 15.559464), (213*, 14.554678), (250, 14.373882), (13, 14.30773), (4*, 13.746659), (219*, 13.487021)
176: (10*, 12.388579), (235*, 11.46039), (239*, 11.350504), (210*, 11.29732), (257*, 11.228534), (255*, 9.787973), (252*, 9.3137455), (318, 1.6017493), (657, 1.4773349), (344, 1.4446342)
177: (219, 19.570189), (211, 19.512794), (215, 18.190454), (11, 17.62536), (8*, 17.291866), (250, 16.351282), (13, 16.207846), (3, 16.157904), (213, 15.479028), (4, 14.625637)
178: (13*, 20.72492), (17*, 20.551167), (10*, 17.54602), (205*, 16.816162), (213*, 15.943152), (4*, 15.033763), (217*, 14.932846), (210*, 12.578772), (244*, 12.230972), (243*, 10.11202)
179: (215, 19.555975), (3, 18.492085), (216, 18.072916), (17, 17.544104), (10, 16.834385), (2, 16.345982), (8, 16.238855), (9, 16.05136), (5, 15.651189), (250, 15.578333)
180: (215, 15.982945), (11, 15.98291), (17, 15.332365), (3, 13.958598), (9, 13.910286), (8, 13.498627), (13, 13.254294), (2, 13.157873), (207, 13.09697), (214, 13.024603)
181: (5, 14.869222), (219, 14.434105), (215*, 13.894748), (8, 13.863211), (1*, 13.774209), (254, 13.517637), (7, 13.447635), (241, 13.408443), (206, 13.290751), (17, 13.249193)
