# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
1: (4*, 16.360044), (5*, 14.518662), (9*, 13.454417), (211, 13.354351), (219, 13.226616), (13, 13.201986), (215, 12.980445), (213, 12.460102), (6*, 12.219067), (10*, 12.0013685)
30: (219*, 20.25107), (1*, 19.596474), (10*, 18.986631), (13*, 18.885992), (206*, 17.063421), (234*, 15.792353), (241*, 14.3605585), (239*, 13.399496), (342, 0.8436887), (1118, 0.8436887)
31: (11*, 14.082349), (3, 13.909041), (219, 12.480168), (205, 12.127522), (17, 11.86013), (236, 11.662219), (9, 11.391642), (5, 11.233593), (251, 11.208303), (211, 11.186882)
32: (11, 18.091827), (213, 16.937117), (251, 16.578392), (5, 16.39689), (1*, 16.392698), (17, 16.06115), (215, 15.935916), (3, 15.534067), (250, 15.166086), (255, 15.044305)
33: (4*, 17.273285), (239, 16.394814), (5, 16.082447), (211, 15.168217), (9, 14.962513), (219, 14.670684), (215, 14.575092), (13, 14.440024), (253, 13.990232), (233, 13.493452)
34: (7*, 17.208017), (13, 16.325079), (211, 16.066477), (215, 15.377893), (9, 15.209616), (213, 14.186805), (8, 14.132926), (250, 13.909332), (255, 13.512242), (245, 13.27859)
35: (11, 11.920868), (13, 11.670229), (3, 11.166923), (213, 11.095368), (236, 11.073539), (4, 10.571042), (215, 10.546622), (17, 10.250272), (10, 10.097003), (1, 10.031667)
36: (11*, 26.47686), (236*, 25.25798), (219*, 22.496023), (239, 19.011404), (233, 17.88097), (84, 17.511917), (246, 17.06917), (251, 17.060202), (257, 16.326822), (217, 15.827212)
37: (236*, 25.38902), (17*, 25.311892), (214*, 22.582258), (12*, 21.451893), (10*, 21.23771), (213*, 20.680538), (233*, 17.89749), (234*, 17.822367), (247*, 17.509693), (254*, 17.44509)
38: (236*, 24.867598), (219*, 23.231312), (245*, 22.866652), (255*, 21.854397), (212*, 21.383924), (2*, 20.698944), (214*, 19.849207), (251*, 19.69901), (12*, 18.2682), (239*, 17.20969)
39: (219, 22.362385), (211, 21.69487), (13, 19.887333), (236*, 19.730152), (245, 19.144144), (251, 18.473988), (3, 18.389765), (7*, 18.377121), (205, 17.714767), (255, 17.388792)
41: (9, 11.831638), (11*, 11.647039), (213, 11.605598), (5, 10.748943), (17, 10.271001), (7, 10.236592), (255, 10.210825), (211, 9.95511), (2, 9.872383), (8, 9.867761)
42: (205, 10.627349), (215, 10.413939), (214, 10.101987), (216, 9.863608), (5, 9.824294), (13, 9.795155), (9, 9.613118), (3, 9.594081), (7*, 9.532001), (2, 9.268939)
43: (11*, 15.217065), (2, 14.59407), (205, 13.905156), (216, 13.87965), (8, 13.826321), (17, 13.183342), (7, 12.637627), (219, 11.503586), (4, 11.401833), (255, 11.237818)
44: (2, 13.688361), (7, 11.728904), (3, 11.396511), (17, 10.957526), (219, 10.869619), (206, 10.669282), (215*, 10.333024), (255, 10.264587), (5, 10.244388), (236, 10.242725)
45: (1, 9.18816), (3, 8.725029), (17, 8.566489), (205, 8.528161), (9, 8.480626), (213, 8.45247), (10, 8.434609), (214, 8.40289), (245, 8.302868), (211, 7.6838155)
46: (7, 16.386456), (2*, 15.40365), (1, 12.611866), (3, 11.741627), (216, 10.753617), (13*, 10.722877), (9, 10.656607), (239*, 10.15881), (206, 9.855558), (205, 9.837513)
47: (2, 14.194496), (11, 12.776713), (1, 12.617454), (9, 12.344616), (7, 11.830819), (219, 11.671669), (4, 11.297517), (17, 11.238925), (215, 11.095458), (213, 11.078032)
50: (215*, 28.656656), (4*, 28.318718), (5*, 27.10713), (219*, 26.223774), (13*, 23.133835), (205, 22.231867), (247, 21.235472), (212, 21.061628), (246, 20.396801), (12*, 20.002604)
51: (494, 0.68956935), (233, 0.6875), (6, 0.65625), (805, 0.6385294), (213, 0.625), (239, 0.625), (519, 0.625), (244, 0.59375), (121, 0.53125), (84, 0.5)
52: (17, 12.751173), (236, 12.19125), (2, 12.025381), (7, 11.683192), (207, 11.626957), (4, 11.54477), (9, 11.273636), (205, 10.865805), (5, 10.84678), (213*, 10.614459)
53: (205*, 19.128132), (11*, 17.180649), (12*, 15.039851), (17*, 13.224456), (206*, 12.164521), (121*, 9.464486), (211*, 8.720044), (256*, 8.058083), (251*, 7.8970904), (512, 1.5184472)
55: (250, 20.9403), (213, 20.636055), (219, 20.484056), (1*, 19.866453), (206, 19.197142), (205, 19.146397), (211*, 18.724058), (216*, 18.700413), (207*, 18.309834), (217*, 17.083565)
56: (5*, 23.29661), (7*, 19.33556), (12, 17.317669), (8*, 16.888102), (241, 16.132967), (213*, 15.736511), (205, 15.663092), (233, 15.558486), (257, 14.654653), (253, 14.509733)
59: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
60: (11, 8.141701), (7, 7.71875), (2, 7.516701), (4, 7.2209024), (1, 7.141701), (10, 6.784145), (213, 6.659145), (239, 6.491983), (207, 6.065395), (217, 5.9578385)
61: (11, 12.812837), (3, 11.7789), (9, 11.533974), (13, 11.504836), (8*, 11.484072), (206, 11.2865505), (1*, 11.097095), (257, 10.781055), (2, 10.751938), (250, 10.520851)
62: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7*, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
63: (7, 7.855044), (4, 7.633013), (13, 7.4333606), (1, 7.2860546), (2*, 7.1830993), (3, 6.1926804), (8, 6.1723175), (12, 6.012844), (215, 5.9958434), (207, 5.90081)
64: (11*, 26.88885), (215*, 24.338713), (1*, 21.547348), (3*, 21.421904), (10*, 20.226252), (211*, 17.95235), (236*, 17.79267), (254*, 17.136623), (121*, 14.16382), (243*, 11.110331)
65: (5, 13.716379), (13, 12.8865385), (219, 12.632137), (11, 12.469882), (215, 12.38269), (10, 11.252601), (1, 11.199711), (8, 11.1457815), (12, 10.664647), (211, 10.482269)
67: (215, 23.247572), (2, 22.974049), (3, 22.183979), (13, 22.07307), (4*, 20.893774), (205, 19.613478), (7*, 19.25127), (253, 18.814745), (213, 18.526888), (206, 17.700317)
68: (8*, 0.0), (14, 0.0), (15, 0.0), (16, 0.0), (18, 0.0), (20, 0.0), (19, 0.0), (22, 0.0), (21, 0.0), (24, 0.0)
69: (3, 18.880058), (2*, 18.012918), (7, 17.775778), (213, 16.101704), (253, 14.851179), (5, 14.630696), (217, 14.042938), (12, 13.907733), (4, 13.576448), (250, 13.450933)
70: (2*, 17.878004), (3, 17.613686), (4*, 17.281052), (6, 16.585934), (255, 15.579034), (219*, 15.177674), (7, 14.995136), (1, 14.722312), (207, 14.303753), (213, 13.541112)
71: (13, 15.843018), (5, 14.619552), (7, 14.566064), (236, 14.477791), (241, 14.345112), (8, 14.159674), (1*, 13.998098), (206, 13.669314), (239, 13.474857), (215, 13.032174)
72: (7*, 17.189621), (13*, 15.010756), (8*, 14.799834), (236*, 14.249561), (205*, 13.25351), (254*, 12.431685), (5*, 12.240561), (235*, 11.430326), (250*, 11.093516), (245*, 9.962115)
73: (207*, 22.223019), (206*, 16.537556), (255*, 15.640387), (236*, 15.011582), (216*, 13.833746), (254*, 12.088226), (121*, 10.206415), (252*, 9.792167), (247*, 9.468547), (243*, 7.1536484)
78: (286, 0.87741834), (250, 0.7130535), (712, 0.62741834), (318, 0.6193035), (528, 0.61118877), (713, 0.5880535), (486, 0.5568035), (339, 0.53366834), (389, 0.53366834), (251, 0.53125)
79: (11, 21.758762), (7, 20.21416), (2, 19.143486), (10, 16.310919), (219, 16.253254), (207, 16.109854), (1, 15.729412), (206, 15.685633), (234, 15.642037), (245, 14.755983)
80: (11, 14.206537), (17, 13.526968), (5, 11.822782), (213, 11.392919), (13, 11.362261), (236, 11.315686), (239, 10.756496), (219, 10.676159), (8, 10.592879), (215, 10.4522)
81: (2, 12.345978), (10, 11.858725), (17, 11.687917), (7, 11.417627), (12, 11.131846), (213, 10.780834), (3, 10.537201), (9, 10.327862), (216, 10.085232), (211, 10.077856)
83: (205*, 22.141146), (211*, 20.410007), (245*, 19.116194), (214*, 18.603601), (219*, 18.360245), (8*, 18.163898), (239*, 18.068216), (255*, 16.134779), (212*, 15.046176), (246*, 10.76038)
84: (1*, 14.765017), (12*, 13.817328), (13*, 13.258229), (215, 13.039693), (219*, 12.907181), (10, 12.821463), (3, 11.836937), (216, 11.182842), (250, 11.017417), (211, 10.77883)
85: (1, 0.0), (2, 0.0), (3, 0.0), (5, 0.0), (6, 0.0), (7*, 0.0), (8*, 0.0), (9, 0.0), (10, 0.0), (12, 0.0)
86: (11*, 28.928118), (8*, 21.65394), (1*, 21.266804), (211*, 19.628937), (3*, 19.544529), (234*, 18.110752), (84*, 17.273323), (244*, 17.133593), (212*, 15.025103), (220*, 14.868291)
87: (8, 16.532217), (11, 15.331012), (3, 15.02983), (13, 14.861219), (211, 14.853061), (215, 14.334754), (9, 14.142675), (7*, 13.580173), (12*, 13.067777), (5, 12.62173)
88: (11, 17.078066), (13, 16.476553), (9, 14.64166), (8, 14.0163), (4, 13.829114), (236*, 12.632069), (213, 11.816889), (205, 11.144363), (253, 11.037081), (216, 10.473657)
89: (11, 12.929741), (13, 12.9179945), (3, 12.441685), (7, 12.069366), (9, 11.920082), (236, 11.689536), (8, 11.619831), (5, 11.292762), (17, 10.9988), (213, 10.928121)
90: (11*, 12.585819), (3*, 10.370802), (2*, 10.177739), (13*, 10.144693), (7, 10.12715), (17, 10.101976), (8, 9.766727), (4, 9.710615), (236, 9.623269), (205*, 9.532151)
91: (219, 17.650803), (11*, 17.103855), (17, 15.5350065), (215, 15.107507), (7, 15.065743), (5, 14.845325), (3, 14.55089), (1, 14.413765), (9, 14.336227), (2, 13.974959)
92: (2*, 16.864754), (5, 13.65144), (3, 13.062415), (13*, 12.547782), (216*, 12.249524), (12*, 11.960349), (220, 10.247787), (235, 10.22928), (217, 10.044889), (9*, 9.752719)
93: (2*, 18.868444), (17, 17.951548), (5, 17.44754), (236, 16.821959), (219, 16.38194), (205, 16.225004), (8, 15.817325), (213, 15.806211), (10, 15.507472), (251, 15.492572)
94: (9, 13.70525), (13, 12.665838), (215, 12.121529), (11, 11.977992), (2, 11.542146), (233, 11.385376), (1, 11.288563), (17, 11.238519), (245, 11.149341), (219, 11.085777)
95: (207*, 24.516287), (211*, 23.05715), (219, 22.921936), (239, 22.119823), (17, 21.71854), (9, 19.984184), (236, 19.694902), (10*, 18.579615), (253, 18.071724), (234*, 17.25852)
96: (9*, 22.694296), (207*, 21.869413), (8*, 19.453922), (219*, 17.389078), (5*, 16.902222), (257*, 16.29797), (121*, 14.229451), (244*, 14.098625), (84*, 13.625339), (435, 0.7243992)
97: (13*, 32.981556), (215*, 31.511824), (8*, 31.38212), (211*, 31.016397), (219*, 29.580557), (255*, 29.20403), (236*, 28.353685), (5*, 28.313242), (207*, 26.499754), (239*, 24.002323)
98: (1, 15.801968), (13, 15.113382), (11, 14.732351), (17, 13.766552), (8, 13.730664), (4, 13.65846), (206, 13.281241), (10, 13.185722), (3, 13.183737), (216, 12.694481)
99: (11, 21.864206), (215*, 19.55781), (13, 18.139713), (4, 17.810375), (7, 16.98709), (255, 16.852175), (17, 16.440077), (236, 16.31775), (250, 16.139711), (8, 15.810339)
102: (11, 12.413623), (8, 10.9511), (207*, 10.861682), (13, 10.511327), (205, 10.497512), (215, 9.973195), (219, 9.194693), (236, 9.027064), (1, 8.891742), (235, 8.881906)
104: (2, 17.796495), (5, 16.505054), (9, 15.551753), (13, 14.707404), (205, 14.212842), (1, 14.0031805), (215, 13.9953575), (211, 13.994927), (4*, 13.887205), (206, 13.783672)
105: (9, 13.253372), (13, 13.136705), (11, 12.673948), (5, 12.458393), (207, 11.632314), (4, 11.183793), (8, 11.130169), (236, 11.027851), (215, 10.763632), (251, 10.658229)
106: (1, 13.916708), (13, 12.596144), (11, 12.002014), (3, 11.343711), (215, 9.9581995), (4, 9.911683), (239*, 9.813018), (10*, 9.475062), (219, 9.306594), (205, 9.13664)
107: (251, 21.62678), (5*, 21.383661), (250, 20.48014), (245*, 20.09042), (255, 19.698227), (205*, 19.681942), (211*, 19.179575), (234, 18.865667), (241*, 18.160625), (206*, 17.1559)
110: (205*, 16.080824), (8, 15.099639), (5, 14.179657), (17, 13.873771), (215, 11.897886), (9, 11.514634), (213, 11.450876), (206, 11.146692), (12, 11.065353), (219*, 10.751593)
111: (7*, 20.896904), (9*, 17.995827), (2*, 15.859747), (207*, 15.13793), (235*, 15.042999), (211*, 14.372593), (251*, 14.107222), (4*, 12.921573), (59, 1.3520526), (1010, 1.1707284)
112: (8, 17.664997), (11, 17.103682), (219*, 16.713923), (5, 16.314634), (13, 16.076809), (3, 15.549179), (2, 15.325077), (12*, 15.006468), (9, 14.779603), (17, 14.772665)
114: (215*, 16.12904), (213, 15.678968), (5*, 15.118806), (1*, 14.427982), (216*, 14.171718), (4, 13.329402), (3*, 13.082246), (211*, 13.050457), (245, 12.818404), (250, 12.139795)
115: (13, 21.232067), (9, 18.386824), (207*, 16.837086), (215, 16.793396), (5*, 16.689718), (8, 16.572866), (255*, 16.076458), (206*, 15.71784), (216, 15.196906), (234, 15.093267)
116: (207*, 19.252335), (217, 17.991774), (211, 16.844084), (12*, 16.798403), (5, 16.543919), (219, 16.403574), (205, 16.192781), (250, 15.324299), (17, 15.071584), (241, 14.777382)
119: (236, 13.087276), (215, 12.285102), (13, 11.651499), (2, 11.603935), (5, 11.559546), (219, 11.151475), (1, 10.88885), (211, 10.6541605), (8, 9.992315), (12, 9.698817)
120: (11, 26.424984), (211*, 22.801992), (9, 20.841745), (213, 20.806154), (255, 20.545881), (8, 19.622633), (3, 19.449955), (234, 17.608734), (207*, 17.510601), (4, 16.30831)
121: (2*, 26.429283), (4*, 24.775415), (206*, 21.272163), (255*, 19.563192), (251*, 18.046862), (235*, 17.542696), (234*, 16.664146), (220*, 13.830367), (256*, 13.226397), (248*, 12.491941)
122: (11, 26.462864), (17, 22.938555), (215*, 22.913069), (5, 21.689514), (219, 20.03394), (8, 19.690239), (9*, 19.51442), (251, 18.942707), (239, 18.84233), (7*, 18.712639)
123: (211, 16.968164), (215, 16.45739), (4*, 15.651933), (8, 15.471825), (13*, 15.471166), (219, 15.398458), (5*, 14.4630375), (255, 14.239299), (3, 13.668862), (9, 13.530991)
124: (245*, 12.222425), (239*, 11.697649), (210*, 9.774857), (249*, 9.542143), (84, 8.991088), (341, 0.8170726), (590, 0.796892), (391, 0.751954), (694, 0.751954), (927, 0.751954)
125: (11*, 19.486694), (205*, 15.078557), (2, 15.022805), (3*, 14.817809), (213*, 14.183725), (9, 14.075694), (5, 13.437641), (250, 11.39944), (220, 11.316897), (241, 10.772637)
126: (215, 20.902147), (13, 20.16599), (219, 19.617905), (1, 17.641214), (2, 17.31491), (220, 15.090819), (205, 15.018171), (233, 13.761776), (213, 13.7266245), (212, 13.696881)
127: (13*, 15.637105), (8, 14.072963), (219, 13.770696), (17, 13.345491), (255, 13.244925), (10*, 13.152947), (205, 12.983525), (9, 12.23557), (236, 12.212915), (211, 12.000639)
128: (2*, 25.402576), (207*, 23.17328), (241*, 23.170471), (236*, 21.69147), (121*, 17.612812), (84*, 15.648449), (251*, 13.8204155), (318, 1.5182482), (675, 1.3338706), (550, 0.92975897)
129: (219*, 23.11337), (236, 22.548986), (8*, 21.159416), (5, 20.180601), (17*, 19.694105), (250, 17.728434), (255, 16.564306), (205, 15.907335), (212, 15.786182), (12, 15.383643)
130: (1*, 23.742502), (211, 21.383522), (9, 21.171144), (3*, 20.83386), (206, 20.75646), (207, 20.621056), (8, 20.078077), (5, 20.017475), (251, 19.681818), (236, 19.667063)
131: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
133: (4, 11.510805), (211, 11.344282), (2*, 11.228286), (9, 10.889856), (13, 10.460705), (6, 10.1890745), (1, 10.145679), (205, 10.101488), (3, 9.931303), (219, 9.925078)
134: (17, 6.875), (1, 6.78125), (7, 6.71875), (11, 6.65625), (2, 6.65625), (13, 6.5625), (215, 6.53125), (219, 6.25), (8, 6.125), (205, 5.90625)
135: (7*, 12.835788), (207, 11.600118), (13, 11.569285), (213, 11.49933), (17*, 11.1415415), (8, 10.189215), (3, 9.933191), (250, 9.774134), (239, 8.987867), (205, 8.866041)
136: (11*, 15.257329), (5, 14.5498295), (13, 13.459111), (8*, 13.385953), (236, 13.304906), (2*, 12.661316), (9, 12.382655), (211, 12.247544), (1, 12.042764), (7, 11.834616)
137: (211*, 23.946861), (17*, 22.775723), (6*, 17.711395), (254*, 15.3236685), (121*, 15.265807), (249*, 13.964002), (352, 1.3578087), (511, 1.2527002), (488, 1.1486515), (59, 1.0656414)
138: (211*, 23.60266), (13*, 23.51379), (7*, 22.693527), (8*, 22.593515), (1*, 22.258354), (206*, 19.170528), (216*, 19.03092), (212*, 18.592823), (241*, 17.506336), (210*, 15.319831)
139: (207*, 20.475082), (8*, 18.87983), (1*, 17.26826), (251*, 16.404253), (211*, 15.773644), (84*, 14.218978), (246*, 10.971702), (675, 1.2267195), (512, 1.1603615), (589, 0.89879304)
141: (11, 10.911124), (2, 9.856378), (1, 9.83048), (205, 9.349436), (9, 8.98422), (219, 8.919127), (206, 8.857369), (215, 8.777903), (8, 8.582984), (255, 8.485583)
142: (13, 21.472902), (11, 20.600838), (215, 17.681444), (17*, 17.348356), (4, 17.137201), (2, 16.570957), (121, 16.119383), (251, 15.658832), (5*, 15.610148), (217, 15.271655)
144: (215*, 20.29051), (13, 18.76542), (239, 18.40345), (3, 17.755848), (206, 16.495455), (213, 15.840495), (211*, 15.3556385), (10, 15.062945), (205, 14.885453), (241, 13.932511)
145: (7*, 10.981764), (2*, 10.696336), (11, 10.599788), (17, 9.504189), (213, 9.33499), (13, 9.289666), (3, 8.570581), (251, 8.523012), (4, 8.41466), (5, 8.386573)
146: (11*, 25.98681), (207*, 23.958231), (211*, 23.765175), (17*, 23.23748), (5*, 20.063238), (250*, 19.455189), (9*, 19.43576), (251*, 16.09615), (233*, 15.91205), (245*, 13.635917)
147: (11*, 26.319937), (8*, 23.050621), (213*, 20.162403), (205*, 19.450636), (247*, 17.344627), (241*, 16.895123), (245*, 16.570398), (233*, 16.362436), (214*, 16.280777), (252*, 15.27761)
148: (13, 12.267275), (11, 11.538349), (1, 11.086881), (7, 11.0757885), (219, 10.653284), (205*, 10.393126), (207, 10.310559), (236*, 10.298094), (4, 10.270415), (17, 9.999521)
150: (9*, 27.579834), (8*, 24.897266), (211, 22.61695), (4, 21.991438), (206, 20.165264), (214, 19.5295), (255, 19.441896), (253*, 18.91263), (234*, 18.807978), (254, 17.802267)
151: (215, 16.658508), (2*, 16.635612), (219, 15.387743), (5, 15.211324), (10, 14.626285), (213, 14.34928), (17, 14.328201), (239, 14.327646), (235, 14.029929), (4, 13.791458)
152: (13, 23.872913), (11, 22.365791), (5, 19.575314), (9, 16.786518), (245, 15.924176), (4, 15.043825), (257, 14.725244), (234, 14.575293), (220, 14.51734), (216, 14.4632225)
153: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
154: (11, 14.077144), (17, 12.591988), (236*, 12.483291), (5, 12.050832), (7, 11.736243), (211, 11.477281), (205, 11.473115), (8, 11.463702), (3, 11.28329), (10, 11.116504)
155: (8*, 22.038109), (234*, 18.196877), (236*, 17.985947), (2*, 17.874914), (241*, 15.394893), (254*, 13.166671), (210*, 11.588918), (312, 1.1001848), (675, 0.767663), (922, 0.69930756)
156: (1*, 18.76301), (12*, 15.225557), (4*, 14.989612), (207*, 14.643992), (205*, 14.5617), (216*, 14.385709), (255*, 12.695081), (84*, 11.954226), (252*, 11.525807), (251*, 11.293996)
157: (11, 12.432794), (205, 11.881103), (1, 11.695897), (9, 11.4786625), (207, 11.32667), (121, 10.475954), (215*, 10.268053), (5, 10.167086), (236, 10.045909), (4, 9.982446)
159: (13, 18.71115), (5, 18.688488), (215, 18.547144), (211, 18.169914), (9, 17.712458), (219, 17.327608), (8*, 17.216904), (213, 17.18575), (2*, 17.124771), (3, 17.054564)
160: (11*, 22.429417), (7*, 21.677212), (211, 19.244608), (8*, 18.120382), (255, 18.105932), (245, 16.830782), (250, 16.509455), (220, 15.9448595), (219, 15.880054), (206, 15.648198)
161: (11, 21.740482), (8, 20.400484), (4, 17.539396), (7*, 17.287369), (13*, 17.051798), (17*, 16.962133), (2, 16.8526), (255, 16.528454), (9, 16.36309), (206, 15.820083)
162: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7*, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
163: (9, 21.421114), (215, 20.38989), (4, 18.92371), (2, 18.691257), (245, 18.017687), (1, 17.32885), (241, 16.57886), (13, 16.470324), (10, 16.45944), (255, 16.214691)
164: (1, 7.777176), (11, 7.7341876), (211, 7.347241), (8, 7.117754), (10, 7.02797), (5, 6.982914), (9, 6.9797015), (245, 6.697493), (7, 6.637845), (3, 6.2042165)
165: (11*, 15.17338), (13, 12.677189), (205, 12.363636), (7*, 12.194078), (3, 11.47799), (215, 11.370732), (12, 11.152029), (255, 10.942362), (5, 10.704372), (17, 10.626369)
166: (13, 14.996931), (211, 14.910333), (3*, 14.367024), (12*, 14.144704), (205, 13.719788), (245, 13.484747), (213*, 13.4482565), (234, 13.434712), (255, 13.270905), (216, 13.129411)
167: (13*, 26.757002), (11*, 26.649996), (9, 22.579323), (216*, 21.757866), (5*, 21.609894), (250*, 20.172258), (239*, 19.446535), (211*, 19.246233), (220*, 19.16324), (4, 19.019033)
168: (6*, 24.618631), (239*, 23.402895), (5*, 22.42698), (217*, 18.884794), (254*, 17.60988), (241*, 17.599127), (210*, 17.566406), (218, 1.5402814), (467, 1.1866392), (693, 1.1866392)
169: (11*, 33.674145), (215*, 29.745682), (4*, 21.55267), (220*, 20.190039), (214*, 18.993876), (217*, 16.62334), (233*, 16.509317), (206*, 16.495789), (212, 16.29686), (243, 13.350695)
171: (12*, 18.066816), (213*, 17.20244), (250*, 16.307295), (3*, 14.718857), (5*, 14.404067), (17*, 14.25974), (244*, 13.929252), (245*, 12.386946), (212*, 11.821863), (121*, 10.133642)
172: (2*, 0.0), (4*, 0.0), (5*, 0.0), (10*, 0.0), (11*, 0.0), (14, 0.0), (15, 0.0), (16, 0.0), (18, 0.0), (17*, 0.0)
173: (7*, 16.983925), (1, 16.697737), (11*, 15.952369), (219, 15.037038), (17, 14.8497305), (213, 14.037888), (251, 13.020523), (205, 13.001969), (8, 12.539629), (245, 12.183194)
174: (2*, 23.815388), (17*, 13.738123), (234*, 13.364399), (246*, 9.902132), (243*, 8.703013), (218, 2.1301289), (675, 1.5820302), (442, 1.2931756), (583, 1.2931756), (286, 1.2315031)
175: (17*, 24.580618), (13, 22.111124), (1, 21.046553), (7*, 20.644678), (207*, 19.129982), (245, 18.324545), (250, 17.70606), (255, 17.247786), (214, 16.92749), (234, 16.880173)
176: (7*, 17.948238), (207*, 15.376632), (2*, 14.248785), (250*, 12.380351), (236*, 11.754527), (241*, 11.198047), (4*, 10.961461), (245*, 10.158099), (253*, 9.853099), (249*, 8.768593)
177: (215, 19.627806), (5*, 16.431057), (219, 16.16279), (211, 16.031183), (11, 15.842238), (7, 15.83239), (1*, 14.531251), (9, 13.817277), (13, 13.755474), (4, 13.562055)
178: (207*, 21.406677), (9*, 16.667467), (212*, 16.072735), (211*, 16.068726), (214*, 15.772956), (251*, 15.661722), (245*, 15.110636), (121*, 13.949283), (246*, 13.518925), (6*, 12.75048)
