# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
1: (1*, 14.007547), (13, 13.716969), (213, 12.727662), (250, 12.581818), (17, 12.2637205), (219, 12.093664), (215, 11.379948), (216, 11.357946), (236, 11.000723), (239, 10.787258)
18: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9*, 0.0), (10, 0.0)
19: (215, 11.951381), (7, 11.824568), (8, 10.579501), (11, 10.531711), (13, 10.323592), (10, 10.223466), (207, 10.155491), (219, 9.976926), (205, 9.966262), (3*, 9.887483)
21: (211*, 21.82746), (2*, 20.728237), (10*, 20.707752), (11*, 20.106916), (1*, 20.072393), (17*, 19.645227), (6*, 17.592691), (245*, 17.163416), (212*, 17.149378), (251*, 16.73056)
24: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
25: (11*, 21.001577), (1*, 19.940216), (9*, 16.592459), (234*, 15.704141), (5*, 15.029719), (217*, 12.544722), (220*, 11.820717), (241*, 11.217161), (247*, 9.794785), (242, 1.9231577)
27: (13*, 16.743177), (4, 15.859817), (9, 15.732016), (250, 15.245695), (206, 14.923293), (17, 14.612506), (84, 13.956854), (254, 13.713477), (211, 13.487014), (6, 13.210412)
28: (215*, 22.532698), (7*, 22.108349), (207*, 18.566957), (5*, 16.569387), (245*, 13.254508), (12*, 13.223394), (250*, 12.694258), (217*, 12.484563), (253*, 12.042003), (247*, 11.583007)
29: (218*, 3.3618839), (318, 3.0358953), (696, 2.4803438), (345, 2.4775004), (432, 2.3751779), (712, 2.2783082), (706, 1.9920956), (286*, 1.9809815), (70, 1.920046), (588, 1.8374795)
30: (215*, 20.967176), (4*, 20.700083), (213*, 19.706676), (236*, 18.2382), (214*, 17.847805), (84*, 17.652943), (207*, 15.671212), (257*, 15.284907), (121*, 15.207803), (6*, 15.194584)
31: (7, 13.702747), (10, 13.675098), (3, 13.335097), (219, 13.086511), (215*, 12.871119), (4, 12.239274), (207, 12.031259), (206, 11.139851), (9, 11.07038), (239, 11.057276)
32: (239, 15.601481), (11, 15.358967), (5, 15.318902), (13*, 14.855946), (215, 14.335096), (17, 13.983825), (213, 13.466512), (217, 13.308387), (207, 12.990932), (216, 12.770707)
33: (17, 14.83211), (11*, 14.763053), (7*, 14.649208), (236*, 13.98075), (13, 13.34995), (8, 13.159714), (5, 13.082043), (3, 12.985657), (239, 12.862411), (9, 12.65262)
34: (17*, 17.491844), (213, 17.247692), (211, 16.016571), (219*, 15.858352), (13, 15.640492), (215, 15.269438), (9, 15.0771885), (207*, 14.796082), (250, 13.637893), (205*, 13.385002)
35: (217, 0.625), (10, 0.59375), (207, 0.46875), (253, 0.46875), (659, 0.46875), (1481, 0.46875), (211, 0.46875), (241, 0.4375), (206, 0.40625), (213, 0.375)
36: (7*, 21.928114), (13*, 20.156414), (2*, 18.93212), (233, 17.090696), (10*, 17.030237), (121, 15.939367), (245, 15.624364), (6*, 15.227634), (254, 15.147973), (239, 15.137123)
37: (1*, 26.999407), (13*, 26.551493), (250*, 25.662193), (2*, 22.677305), (6*, 21.98475), (205*, 20.259108), (217*, 18.80492), (210*, 16.772743), (246*, 16.407524), (220*, 15.738816)
38: (9*, 27.319868), (11*, 26.101173), (211*, 22.44977), (234*, 20.566868), (10*, 19.205471), (213*, 18.613922), (220*, 18.05958), (217*, 17.447578), (84*, 17.375416), (205*, 16.725088)
39: (211, 21.484089), (13, 21.124763), (245, 20.878998), (4, 20.605366), (219, 19.518444), (5*, 19.354902), (250, 18.83278), (251, 18.512114), (12*, 18.419582), (3, 17.969059)
41: (9, 13.282539), (7, 12.691575), (8, 12.642633), (17, 12.56615), (3, 11.899056), (239, 11.480557), (213, 11.399958), (4, 11.394357), (2, 11.305035), (207, 10.981411)
42: (251, 0.9667841), (432, 0.9203641), (414, 0.81872004), (509, 0.8149136), (468, 0.72482413), (480, 0.67051005), (488, 0.6473), (148, 0.6317028), (352, 0.63122004), (215, 0.6253321)
44: (2, 12.1466465), (7, 11.585179), (3, 11.363178), (1, 11.102229), (11*, 11.028619), (5, 10.531358), (17, 10.358203), (12, 10.236736), (9, 10.189231), (219, 9.650032)
46: (7, 16.52295), (17*, 13.966497), (8*, 12.929861), (3, 12.6050415), (211, 12.368018), (10*, 12.009257), (205, 11.611487), (1, 11.495021), (236, 11.222609), (215, 10.7076645)
47: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10*, 0.0)
48: (1, 0.0), (2, 0.0), (3, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0), (11*, 0.0)
49: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
50: (9*, 27.252392), (207*, 23.39698), (17*, 23.293665), (3*, 20.613989), (6*, 20.207872), (234*, 20.194862), (245*, 19.427338), (205, 19.092533), (241*, 18.847416), (214, 18.483028)
51: (446, 0.5), (487, 0.5), (842, 0.5), (253, 0.46875), (638, 0.46875), (1219, 0.46875), (451, 0.4375), (519, 0.4375), (406, 0.40625), (472, 0.40625)
53: (1*, 16.761934), (10*, 16.01777), (2*, 15.46162), (219*, 12.725375), (216*, 12.120243), (235*, 11.814788), (3*, 11.558879), (217*, 11.384242), (253*, 10.996317), (255*, 10.161577)
55: (2*, 20.790121), (7*, 20.681606), (219, 20.124567), (11*, 19.873709), (8*, 19.640709), (236*, 19.06009), (250, 18.765007), (213, 18.476326), (241, 17.606195), (5, 17.502436)
56: (17*, 20.184237), (12, 19.622166), (13*, 18.787268), (219*, 18.552273), (250*, 17.808846), (251, 17.667458), (1*, 17.52756), (253, 16.568111), (239, 15.854574), (6*, 15.71116)
61: (13, 16.389502), (215, 15.303601), (9, 14.9607115), (3, 14.291001), (236, 14.088261), (239, 13.451708), (11, 13.065247), (219, 13.029753), (220, 12.96331), (17*, 12.953811)
63: (5, 9.962575), (17, 9.793315), (4, 9.590103), (207, 9.443612), (219, 9.397551), (7, 9.389358), (215, 9.139336), (10, 8.952747), (8, 8.9272375), (250, 8.82826)
64: (251*, 21.500517), (5*, 21.371872), (216*, 18.689596), (233*, 18.205574), (245*, 18.057598), (246*, 15.596338), (256*, 15.332876), (244*, 14.671568), (220*, 14.646026), (248*, 13.822581)
65: (13, 14.194432), (215, 13.855042), (8, 13.705293), (207*, 13.6902895), (5, 12.936556), (10, 12.508398), (11, 12.41545), (17*, 12.101275), (1, 11.913692), (213, 11.680694)
66: (5, 13.896039), (13, 13.0053005), (10, 11.968947), (11, 11.835927), (8, 11.780308), (215, 11.726479), (239, 11.721022), (207*, 11.334413), (4, 10.873953), (3, 10.851244)
67: (17*, 23.249498), (10, 21.77386), (13, 21.56434), (2, 21.248484), (215, 20.522682), (233, 19.691448), (3, 18.701494), (206, 17.79428), (254, 17.309881), (84, 17.111698)
68: (1*, 0.0), (9*, 0.0), (12*, 0.0), (13*, 0.0), (14, 0.0), (15, 0.0), (16, 0.0), (18, 0.0), (17*, 0.0), (20, 0.0)
69: (7, 21.435732), (13*, 17.845001), (219*, 17.241455), (241, 16.144434), (12, 16.12625), (9, 15.644757), (3, 15.607334), (8*, 15.563192), (213, 15.271315), (239, 15.045657)
70: (7, 19.248703), (11*, 18.45791), (17*, 18.357826), (207, 17.236195), (8*, 17.092165), (12, 15.579996), (3, 15.356734), (6, 14.500423), (220, 13.764938), (233, 13.205921)
71: (236, 15.402731), (8, 15.342143), (17, 15.305021), (11*, 15.279754), (7, 15.176471), (211, 14.767228), (215, 14.554402), (255, 13.601785), (253, 13.05574), (13, 12.984341)
72: (215*, 14.23382), (12*, 13.685862), (233*, 12.038854), (255*, 11.395879), (216*, 11.337058), (4*, 10.227279), (210*, 7.93269), (278, 1.8449655), (345, 1.5293269), (218, 1.1014247)
73: (2*, 24.60981), (3*, 24.030003), (4*, 18.356253), (241*, 18.056097), (17*, 17.948225), (234*, 15.259931), (246*, 15.171315), (245*, 12.480329), (84*, 10.596459), (248*, 10.533572)
74: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
75: (8, 10.890929), (11, 10.495854), (215, 10.34691), (13, 9.709708), (17, 9.477795), (9, 9.4473), (1, 9.331616), (2*, 8.773407), (236, 8.667303), (213, 8.588085)
76: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
78: (689, 0.31491834), (1189, 0.31491834), (1442, 0.31491834), (1628, 0.31491834), (1576, 0.31491834), (1890, 0.31491834), (91, 0.27555352), (132, 0.27555352), (189, 0.27555352), (245, 0.27555352)
79: (215*, 18.63561), (2, 17.603434), (216, 16.92994), (213, 16.002213), (11, 16.000978), (1, 15.857906), (9, 15.733577), (10, 15.518026), (7, 15.426739), (207, 15.246627)
80: (7*, 10.742679), (17, 10.455034), (11, 10.110219), (207*, 9.560961), (8, 9.401233), (12, 9.045569), (13, 8.929959), (236, 8.819627), (239, 8.392544), (5, 8.137239)
81: (7, 11.668724), (17, 10.241373), (1, 10.108571), (8, 9.548167), (9, 9.376945), (3, 9.220277), (219, 8.81027), (5, 8.598907), (245, 8.557235), (211, 8.109441)
82: (7*, 16.70254), (3, 16.068504), (219, 15.899851), (5, 14.59729), (1, 14.283784), (8*, 14.037243), (215, 13.89089), (10, 13.843452), (13, 12.75435), (250, 12.138873)
83: (1*, 22.04338), (13*, 21.64784), (250*, 17.947918), (4*, 16.968248), (216*, 14.9427395), (9*, 14.818841), (234*, 13.376568), (84*, 12.914511), (233*, 12.824646), (220*, 12.590397)
84: (7*, 17.421291), (3, 15.940622), (17*, 15.768988), (9*, 14.778915), (216, 14.474766), (5*, 14.418283), (213*, 14.150889), (211, 14.106981), (215, 14.046856), (10, 13.581478)
85: (1, 0.0), (2, 0.0), (3, 0.0), (5, 0.0), (6, 0.0), (9, 0.0), (10, 0.0), (12, 0.0), (14, 0.0), (15, 0.0)
86: (215*, 20.806107), (253*, 19.939758), (5*, 19.447317), (121*, 18.700264), (256*, 18.116528), (206*, 17.304691), (235*, 14.032542), (248*, 13.372126), (218, 0.756474), (313, 0.6781915)
87: (211, 15.051424), (236*, 14.853051), (13, 14.466202), (215, 14.152649), (3, 13.765788), (213, 13.4012), (250, 12.842925), (8, 12.409907), (11, 12.17228), (5, 12.136087)
88: (8, 18.996801), (9, 16.32077), (211*, 15.955571), (11, 15.940208), (13, 15.7282715), (12, 15.478066), (7*, 15.459173), (2, 15.395202), (5*, 15.08465), (4, 14.94804)
89: (7, 12.219309), (215, 12.132671), (3, 11.207375), (5, 11.172564), (8, 10.612763), (10, 10.601529), (236, 10.162771), (11, 10.081973), (2, 10.069217), (205, 10.020755)
90: (7, 12.721254), (9, 11.027702), (219, 10.830408), (8, 10.675897), (17, 10.337838), (207, 10.317883), (12, 10.261629), (5, 10.071239), (251, 9.972976), (236, 9.934779)
91: (2, 19.468988), (7, 19.450714), (5, 18.642057), (13, 17.230574), (213, 16.941406), (17, 16.777405), (10, 16.704645), (205, 16.381048), (215, 15.561473), (1, 15.451578)
92: (17*, 16.523573), (236*, 14.490848), (5, 13.738316), (215*, 12.4167185), (3, 11.621573), (233, 9.777707), (257, 9.552282), (239, 9.231685), (245, 8.698932), (121, 8.698416)
93: (11*, 16.709042), (17, 13.745409), (9*, 13.345892), (13*, 12.736062), (215*, 12.676428), (212, 12.362436), (10, 12.348423), (253, 12.12872), (239, 12.054688), (8, 12.037373)
94: (1, 12.703144), (13, 12.022375), (3, 11.897066), (9, 11.580293), (250, 11.558984), (236, 11.110388), (4, 11.002487), (205, 10.998919), (219, 10.86066), (2, 10.599712)
95: (1*, 22.404823), (17, 20.765896), (219, 20.089895), (13*, 19.103306), (215*, 18.957937), (12*, 18.047903), (9, 17.03858), (236, 16.627028), (251*, 16.43209), (239, 16.131447)
96: (7*, 21.139551), (4*, 17.468481), (10*, 16.900274), (12*, 16.331081), (233*, 15.09554), (212*, 13.137951), (241*, 12.721998), (6*, 12.120836), (252*, 11.967006), (243*, 8.642944)
97: (6*, 26.649836), (213*, 23.269238), (216*, 20.10746), (254*, 17.432163), (212*, 16.868507), (246*, 14.383884), (845, 1.1076818), (286, 1.056192), (805, 1.056192), (1436, 1.056192)
98: (207*, 13.805873), (11, 13.614889), (3, 12.677859), (1, 12.5617), (239, 12.532799), (251, 12.34127), (250, 11.549285), (10, 11.517429), (205, 11.516112), (219, 11.421342)
101: (1, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0), (11, 0.0)
103: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
104: (8, 17.198483), (2, 16.699839), (215, 15.27007), (239, 14.737587), (213*, 14.54597), (219, 14.46812), (5, 14.273287), (207, 13.657313), (3, 13.061551), (13, 12.719471)
105: (4, 13.119261), (13, 12.869202), (8, 12.639145), (11, 12.600145), (236, 12.183184), (9, 12.137399), (2, 11.799449), (219, 11.598417), (239, 11.311891), (213, 10.689522)
107: (219*, 22.569319), (250, 22.386106), (8*, 20.758615), (10*, 20.486477), (4*, 18.652271), (253, 17.553484), (255, 16.857542), (12*, 16.531157), (217*, 16.207718), (251, 16.129602)
108: (13, 8.551714), (7, 8.045368), (1, 7.970162), (212, 7.835926), (17, 7.825772), (3, 7.817006), (213, 7.7959056), (219, 7.6699805), (12, 7.471407), (236, 7.4452324)
109: (7, 8.449288), (207, 7.1625915), (17, 6.732872), (13, 6.349652), (11, 6.154188), (1, 5.6467943), (8, 5.4267354), (239, 5.212683), (236, 4.813057), (9, 4.7199287)
110: (17, 16.453588), (12, 15.80924), (9, 15.404704), (250, 14.674631), (239, 14.586129), (8, 14.438643), (5, 14.211394), (213, 14.013119), (211, 13.889817), (215, 13.665126)
111: (215*, 18.704727), (3*, 15.675305), (234*, 15.672698), (245*, 13.6936245), (252*, 13.148161), (216*, 12.943225), (249*, 12.466073), (247*, 11.145384), (254*, 10.629639), (84*, 9.772973)
112: (13, 19.840849), (8, 18.957228), (17, 18.460722), (3, 17.119287), (215, 16.691713), (211, 16.232058), (9, 16.168325), (11, 16.163975), (251, 16.027088), (241, 15.443033)
114: (11*, 15.750724), (13*, 15.572796), (7*, 15.455648), (9*, 14.738492), (236*, 14.630341), (213, 14.054597), (4, 13.103637), (8*, 13.0495615), (250, 11.680113), (254, 11.296832)
115: (2*, 19.070274), (215, 18.891497), (3*, 18.884949), (236*, 18.324757), (13, 18.240076), (11*, 17.798023), (216, 17.553995), (8, 17.47214), (245, 16.762224), (219*, 16.755045)
116: (219, 19.400366), (17, 18.150274), (5, 17.879438), (13*, 17.392529), (239*, 17.381968), (235*, 16.677265), (8*, 16.611616), (3*, 15.785979), (217, 15.722946), (4*, 14.957858)
117: (2, 14.784486), (1, 14.629291), (3, 14.221062), (11*, 12.790874), (239, 11.716585), (205, 11.429435), (206, 11.409429), (215, 11.184026), (216, 11.147721), (5*, 10.776651)
119: (1, 0.0), (2, 0.0), (3, 0.0), (5, 0.0), (6, 0.0), (7*, 0.0), (8, 0.0), (9, 0.0), (10, 0.0), (11*, 0.0)
120: (215*, 23.455824), (213, 22.16099), (5, 21.559061), (2*, 21.447264), (8, 20.707418), (9, 20.573181), (11, 20.53122), (255, 20.24923), (4, 18.823208), (3, 18.703688)
121: (7*, 27.701178), (1*, 23.272675), (213*, 21.795206), (10*, 21.794403), (217*, 21.497412), (233*, 21.12838), (216*, 20.33808), (214*, 18.903002), (205*, 18.801205), (254*, 18.57287)
122: (17, 23.31541), (11, 20.748348), (8, 20.338263), (3, 20.279144), (219, 19.970943), (6, 19.680853), (4, 19.32358), (239, 19.300962), (250, 19.116137), (253, 17.867304)
123: (215, 26.431791), (8, 24.957684), (9, 23.672785), (251, 22.355797), (211, 22.160833), (10, 21.757904), (239, 21.394878), (3, 21.288895), (213, 21.041082), (217, 20.184013)
124: (9*, 17.708118), (219*, 17.477201), (8*, 17.359953), (5*, 14.628777), (207*, 13.95424), (251*, 11.948771), (220*, 11.816027), (255*, 10.953959), (235*, 10.660789), (244*, 10.383341)
125: (7*, 18.419203), (9, 17.899103), (13*, 17.485685), (17*, 17.47196), (2, 17.015818), (5, 16.780228), (207*, 16.476393), (12, 15.764373), (4*, 15.092766), (253*, 13.099742)
126: (11*, 19.919762), (215, 19.743793), (17*, 19.434462), (13, 18.806467), (2, 16.484472), (1, 15.569483), (6*, 15.088416), (253, 14.291882), (234, 14.095387), (219, 13.9684305)
127: (7, 15.158654), (17, 14.139767), (9, 13.58499), (205, 13.355121), (236, 13.224843), (8, 13.181926), (255, 13.006427), (12, 12.658179), (211, 12.560051), (6, 12.532341)
128: (1*, 27.038168), (3*, 24.039133), (17*, 21.429249), (206*, 17.966564), (239*, 17.593208), (220*, 16.786629), (233*, 16.21012), (246*, 15.244222), (244*, 12.970151), (242, 1.9180833)
129: (250, 18.477777), (3*, 18.10058), (236, 17.953651), (241, 17.84275), (12, 16.24413), (205, 16.07448), (216, 15.413692), (5, 15.292553), (255, 14.435054), (245*, 14.302381)
130: (7, 20.025946), (211, 20.0151), (219, 19.205687), (17, 18.865326), (4, 18.732164), (207, 18.701916), (8, 18.675491), (236, 18.259342), (255, 18.251438), (9, 18.201872)
131: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
133: (3, 11.674173), (215, 11.320965), (7, 11.248065), (207, 10.928768), (4, 10.629184), (239, 10.544173), (1, 10.482252), (8, 10.351245), (17, 10.28347), (6, 10.0552225)
134: (3, 8.1875), (11, 8.1875), (7, 8.09375), (8, 7.9375), (1, 7.8125), (17, 7.75), (236, 7.71875), (13, 7.53125), (219, 7.40625), (207*, 6.9375)
136: (215*, 17.924334), (236, 17.331999), (9, 16.83449), (239, 16.305141), (207*, 16.064262), (211, 15.897273), (7, 15.096996), (5, 14.939513), (213, 14.79288), (1, 14.695322)
137: (7*, 25.329424), (5*, 22.889833), (206*, 22.867939), (250*, 22.396347), (1*, 21.724878), (205*, 20.014843), (245*, 19.91413), (214*, 19.679167), (243*, 16.71509), (218, 2.3978574)
138: (207*, 19.37494), (250*, 19.134127), (5*, 16.276636), (236*, 15.985616), (217*, 15.660857), (215*, 15.639031), (205*, 15.403084), (233*, 14.533465), (213*, 13.5221615), (243*, 12.815308)
139: (13*, 22.131025), (7*, 20.206783), (244*, 11.452287), (1097, 1.2297077), (1274, 0.99571365), (1059, 0.97868115), (1932, 0.7909566), (442, 0.78873783), (1182, 0.7201089), (398, 0.6971717)
140: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
141: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (11, 0.0)
142: (9, 18.096601), (8*, 17.198462), (2, 16.796747), (211, 16.480274), (13, 16.462198), (11, 16.459387), (4, 16.297789), (215, 15.494263), (250*, 15.0383005), (213, 14.304935)
143: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
144: (239, 18.540049), (13, 18.339014), (7*, 16.570454), (213, 16.200378), (250, 15.853664), (236*, 15.743324), (216, 14.684606), (3, 14.642), (205, 14.627333), (10, 14.508373)
146: (7*, 27.055546), (4*, 24.442272), (215*, 21.96274), (220*, 19.126019), (214*, 18.585146), (216*, 16.490602), (247*, 15.514641), (246*, 15.271365), (249*, 12.063902), (675, 1.9851216)
147: (5*, 23.38265), (6*, 19.858295), (216*, 18.198986), (256*, 14.31035), (248*, 13.142611), (243*, 11.6308155), (563, 1.8749629), (675, 1.7064449), (286, 1.485875), (787, 1.4595723)
148: (9, 11.571031), (215, 11.263706), (10, 10.8793745), (17, 10.590751), (1, 10.4464035), (13, 10.374886), (3, 10.295331), (7, 10.264504), (4, 10.160211), (219, 10.115688)
150: (236*, 24.358698), (11*, 21.76254), (211, 21.687292), (255, 21.365446), (13*, 21.281406), (250, 20.65355), (4, 20.140366), (84, 16.398827), (213*, 16.38759), (254, 15.514981)
151: (239, 18.250765), (5, 17.452015), (215, 17.39659), (255, 16.688185), (219, 16.59289), (7*, 15.853277), (10, 15.607099), (8*, 15.510616), (217, 15.049773), (213, 14.945731)
152: (9, 19.811779), (11, 19.598768), (13, 19.5809), (12*, 19.576683), (1*, 19.189789), (5, 17.32536), (233, 16.096684), (257, 15.697614), (234, 15.537941), (255, 15.367014)
153: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
154: (8, 18.918922), (211, 18.267548), (17, 17.044191), (11, 16.130543), (10, 15.771705), (3, 15.351443), (253, 15.08332), (250, 14.9782505), (7, 14.849409), (5, 14.722824)
155: (11*, 18.550611), (5*, 17.258215), (13*, 17.182436), (215*, 15.86771), (17*, 14.061348), (220*, 14.034773), (250*, 12.764248), (253*, 12.1719475), (251*, 10.944352), (212*, 10.081042)
156: (13*, 23.450926), (11*, 20.892649), (10*, 16.681234), (257*, 15.371074), (217*, 14.663345), (247*, 12.539646), (244*, 12.191398), (249*, 10.232338), (746, 2.0026386), (318, 1.843183)
157: (2*, 11.329647), (1, 10.954631), (207, 10.91363), (8, 10.484701), (211, 10.463583), (239, 10.440414), (7*, 10.37493), (216, 10.299641), (10, 10.187351), (236, 9.962563)
158: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7*, 0.0), (8, 0.0), (9, 0.0), (10*, 0.0)
160: (215*, 20.719816), (9*, 20.278545), (1*, 17.675056), (255, 17.464329), (219, 17.42972), (211, 17.421778), (250, 17.090082), (12, 16.741568), (257, 16.572126), (220, 16.360903)
161: (11, 15.850075), (3*, 15.655129), (2, 15.501889), (8, 15.338293), (10, 13.224785), (205*, 12.522848), (5*, 12.053286), (239, 11.848333), (206, 11.447579), (217, 11.229149)
162: (236, 0.46875), (3, 0.34375), (8, 0.34375), (2, 0.25), (6, 0.25), (26, 0.25), (206, 0.25), (213, 0.25), (211, 0.25), (250, 0.25)
163: (236*, 20.877449), (13, 20.24939), (215, 19.618124), (255, 19.498974), (7*, 19.396847), (3*, 19.209385), (1, 19.015226), (9, 18.66678), (245, 18.26024), (10, 17.968122)
164: (236, 1.6706742), (8, 1.3495401), (3, 1.2983623), (218, 0.99116725), (1, 0.9882664), (26, 0.880669), (977, 0.83584213), (365, 0.83495086), (211, 0.7808641), (13*, 0.77874833)
165: (13, 12.749391), (17, 11.89127), (215, 11.826301), (211, 10.565343), (3, 10.407653), (9, 10.337846), (219*, 10.27834), (250, 9.9480295), (8, 9.932464), (236, 9.908623)
166: (7*, 22.388435), (205, 19.01704), (11*, 18.834143), (1*, 17.782759), (13, 17.405804), (245, 17.382444), (216, 15.843278), (207*, 15.5009), (17*, 14.878768), (239, 14.311855)
167: (9, 22.241377), (241*, 19.69117), (219*, 19.681467), (245*, 19.573248), (206*, 19.488031), (6, 16.898355), (4, 16.885271), (84*, 15.992384), (251*, 15.582643), (235, 15.265089)
168: (8*, 24.573545), (9*, 23.64606), (215*, 22.883755), (17*, 21.724722), (4*, 21.192144), (3*, 19.968563), (7*, 19.289124), (10*, 19.161892), (236*, 18.607983), (205*, 18.6056)
169: (7*, 24.342272), (1*, 21.916807), (234*, 14.822471), (216*, 14.661958), (257*, 13.587058), (251*, 13.148103), (210, 12.532825), (235*, 11.285137), (121*, 10.699426), (212, 10.351157)
171: (8*, 18.267576), (215*, 15.776188), (234*, 10.62898), (84*, 10.328323), (257*, 10.256238), (254*, 10.1521015), (243*, 8.829287), (233*, 8.404223), (249*, 6.904424), (218, 1.6698678)
172: (6*, 0.0), (9*, 0.0), (12*, 0.0), (14, 0.0), (15, 0.0), (16, 0.0), (18, 0.0), (20, 0.0), (19, 0.0), (22, 0.0)
173: (13*, 17.760254), (8, 16.736414), (4, 16.537), (17, 16.292883), (1, 16.290777), (255, 16.166063), (205, 15.045537), (219, 14.823801), (207*, 14.765483), (257, 14.476263)
174: (3*, 17.407366), (250*, 16.638327), (12*, 15.067534), (255*, 13.382446), (233*, 12.871105), (6*, 12.275302), (210*, 11.855842), (248*, 8.85064), (247*, 8.389761), (218, 1.3990909)
175: (8*, 22.62774), (255, 19.798418), (13, 19.100578), (6, 17.485731), (1, 17.378702), (10, 17.213123), (233, 16.94752), (205, 16.71947), (121, 16.581041), (234, 16.580778)
176: (1*, 12.982853), (219*, 12.952307), (13*, 12.177846), (213*, 11.677446), (251*, 10.43923), (212*, 8.168621), (234*, 7.8996925), (246*, 7.048223), (206*, 6.4276752), (84*, 6.4269657)
